X1,name,school,year,first,last,country,n,temp,first.first,first.middle,patronym,middle
7,Иван Айдаров,NA,NA,Иван,Айдаров,russia,NA,NA,Иван,Петрович,Петрович,NA
520,Юрий Парийский,NA,NA,Юрий,Парийский,russia,NA,NA,Юрий,Николаевич,Николаевич,NA
518,Владислав Панченко,NA,NA,Владислав,Панченко,russia,NA,NA,Владислав,Яковлевич,Яковлевич,NA
815,Юрий Шокин,NA,NA,Юрий,Шокин,russia,NA,NA,Юрий,Иванович,Иванович,NA
415,Леопольд Лобковский,NA,NA,Леопольд,Лобковский,russia,NA,NA,Леопольд,Исаевич,Исаевич,NA
758,Иван Хицков,NA,NA,Иван,Хицков,russia,NA,NA,Иван,Федорович,Федорович,NA
599,Владислав Румянцев,NA,NA,Владислав,Румянцев,russia,NA,NA,Владислав,Александрович,Александрович,NA
629,Алексей Семёнов,NA,NA,Алексей,Семёнов,russia,NA,NA,Алексей,Львович,Львович,NA
128,Николай Володин,NA,NA,Николай,Володин,russia,NA,NA,Николай,Николаевич,Николаевич,NA
505,Геннадий Онищенко,NA,NA,Геннадий,Онищенко,russia,NA,NA,Геннадий,Григорьевич,Григорьевич,NA
761,Анатолий Холькин,NA,NA,Анатолий,Холькин,russia,NA,NA,Анатолий,Иванович,Иванович,NA
237,Олег Ермилов,NA,NA,Олег,Ермилов,russia,NA,NA,Олег,Михайлович,Михайлович,NA
526,Андрей Петров,NA,NA,Андрей,Петров,russia,NA,NA,Андрей,Николаевич,Николаевич,NA
124,Михаил Воевода,NA,NA,Михаил,Воевода,russia,NA,NA,Михаил,Иванович,Иванович,NA
344,Валерий Корниенко,NA,NA,Валерий,Корниенко,russia,NA,NA,Валерий,Николаевич,Николаевич,NA
572,Алексей Ребров,NA,NA,Алексей,Ребров,russia,NA,NA,Алексей,Кузьмич,Кузьмич,NA
285,Радий Илькаев,NA,NA,Радий,Илькаев,russia,NA,NA,Радий,Иванович,Иванович,NA
500,Виктор Овчаренко,NA,NA,Виктор,Овчаренко,russia,NA,NA,Виктор,Иванович,Иванович,NA
548,Юрий Полушин,NA,NA,Юрий,Полушин,russia,NA,NA,Юрий,Сергеевич,Сергеевич,NA
99,Александра Бужилова,NA,NA,Александра,Бужилова,russia,NA,NA,Александра,Петровна,Петровна,NA
590,Михаил Рощевский,NA,NA,Михаил,Рощевский,russia,NA,NA,Михаил,Павлович,Павлович,NA
445,Виктор Матвеев,NA,NA,Виктор,Матвеев,russia,NA,NA,Виктор,Анатольевич,Анатольевич,NA
67,Николай Беляков,NA,NA,Николай,Беляков,russia,NA,NA,Николай,Алексеевич,Алексеевич,NA
207,Николай Диканский,NA,NA,Николай,Диканский,russia,NA,NA,Николай,Сергеевич,Сергеевич,NA
662,Константин Солнцев,NA,NA,Константин,Солнцев,russia,NA,NA,Константин,Александрович,Александрович,NA
616,Виктор Садовничий,NA,NA,Виктор,Садовничий,russia,NA,NA,Виктор,Антонович,Антонович,NA
38,Юрий Арский,NA,NA,Юрий,Арский,russia,NA,NA,Юрий,Михайлович,Михайлович,NA
491,Александр Некипелов,NA,NA,Александр,Некипелов,russia,NA,NA,Александр,Дмитриевич,Дмитриевич,NA
727,Владимир Устинов,NA,NA,Владимир,Устинов,russia,NA,NA,Владимир,Васильевич,Васильевич,NA
286,Сергей Инге-Вечтомов,NA,NA,Сергей,Инге-Вечтомов,russia,NA,NA,Сергей,Георгиевич,Георгиевич,NA
377,Вадим Кукушкин,NA,NA,Вадим,Кукушкин,russia,NA,NA,Вадим,Юрьевич,Юрьевич,NA
528,Владимир Петров,NA,NA,Владимир,Петров,russia,NA,NA,Владимир,Иванович,Иванович,NA
492,Владимир Нероев,NA,NA,Владимир,Нероев,russia,NA,NA,Владимир,Владимирович,Владимирович,NA
436,Александр Макацария,NA,NA,Александр,Макацария,russia,NA,NA,Александр,Давидович,Давидович,NA
422,Владимир Лысак,NA,NA,Владимир,Лысак,russia,NA,NA,Владимир,Ильич,Ильич,NA
757,Виталий Хилько,NA,NA,Виталий,Хилько,russia,NA,NA,Виталий,Александрович,Александрович,NA
76,Виктор Богатов,NA,NA,Виктор,Богатов,russia,NA,NA,Виктор,Всеволодович,Всеволодович,NA
762,Владислав Хомич,NA,NA,Владислав,Хомич,russia,NA,NA,Владислав,Юрьевич,Юрьевич,NA
172,Сергей Готье,NA,NA,Сергей,Готье,russia,NA,NA,Сергей,Владимирович,Владимирович,NA
375,Михаил Кузьмин,NA,NA,Михаил,Кузьмин,russia,NA,NA,Михаил,Иванович,Иванович,NA
116,Виктор Вебер,NA,NA,Виктор,Вебер,russia,NA,NA,Виктор,Робертович,Робертович,NA
578,Игорь Решетов,NA,NA,Игорь,Решетов,russia,NA,NA,Игорь,Владимирович,Владимирович,NA
664,Владимир Солодкий,NA,NA,Владимир,Солодкий,russia,NA,NA,Владимир,Алексеевич,Алексеевич,NA
449,Юрий Матиясевич,NA,NA,Юрий,Матиясевич,russia,NA,NA,Юрий,Владимирович,Владимирович,NA
77,Алексей Богданов,NA,NA,Алексей,Богданов,russia,NA,NA,Алексей,Алексеевич,Алексеевич,NA
144,Виктор Геловани,NA,NA,Виктор,Геловани,russia,NA,NA,Виктор,Арчилович,Арчилович,NA
154,Василий Глухих,NA,NA,Василий,Глухих,russia,NA,NA,Василий,Андреевич,Андреевич,NA
645,Валентина Синеговская,NA,NA,Валентина,Синеговская,russia,NA,NA,Валентина,Тимофеевна,Тимофеевна,NA
562,Олег Пугачев,NA,NA,Олег,Пугачев,russia,NA,NA,Олег,Николаевич,Николаевич,NA
584,Алексей Розанов,NA,NA,Алексей,Розанов,russia,NA,NA,Алексей,Юрьевич,Юрьевич,NA
266,Андрей Зефиров,NA,NA,Андрей,Зефиров,russia,NA,NA,Андрей,Львович,Львович,NA
468,Сергей Михеев,NA,NA,Сергей,Михеев,russia,NA,NA,Сергей,Викторович,Викторович,NA
441,Михаил Маров,NA,NA,Михаил,Маров,russia,NA,NA,Михаил,Яковлевич,Яковлевич,NA
222,Иван Дунин,NA,NA,Иван,Дунин,russia,NA,NA,Иван,Михайлович,Михайлович,NA
413,Яков Лобачевский,NA,NA,Яков,Лобачевский,russia,NA,NA,Яков,Петрович,Петрович,NA
106,Валерий Быков,NA,NA,Валерий,Быков,russia,NA,NA,Валерий,Алексеевич,Алексеевич,NA
657,Александр Соболев,NA,NA,Александр,Соболев,russia,NA,NA,Александр,Владимирович,Владимирович,NA
261,Игорь Затевахин,NA,NA,Игорь,Затевахин,russia,NA,NA,Игорь,Иванович,Иванович,NA
27,Наиль Амиров,NA,NA,Наиль,Амиров,russia,NA,NA,Наиль,Хабибуллович,Хабибуллович,NA
457,Валерий Мешалкин,NA,NA,Валерий,Мешалкин,russia,NA,NA,Валерий,Павлович,Павлович,NA
418,Олег Лоран,NA,NA,Олег,Лоран,russia,NA,NA,Олег,Борисович,Борисович,NA
429,Владимир Маевский,NA,NA,Владимир,Маевский,russia,NA,NA,Владимир,Иванович,Иванович,NA
552,Владимир Попов,NA,NA,Владимир,Попов,russia,NA,NA,Владимир,Дмитриевич,Дмитриевич,NA
304,Сергей Карпов,NA,NA,Сергей,Карпов,russia,NA,NA,Сергей,Павлович,Павлович,NA
74,Владимир Бетелин,NA,NA,Владимир,Бетелин,russia,NA,NA,Владимир,Борисович,Борисович,NA
820,Владимир Шумный,NA,NA,Владимир,Шумный,russia,NA,NA,Владимир,Константинович,Константинович,NA
83,Владимир Болдырев,NA,NA,Владимир,Болдырев,russia,NA,NA,Владимир,Вячеславович,Вячеславович,NA
673,Алексей Старобинский,NA,NA,Алексей,Старобинский,russia,NA,NA,Алексей,Александрович,Александрович,NA
428,Игорь Маев,NA,NA,Игорь,Маев,russia,NA,NA,Игорь,Вениаминович,Вениаминович,NA
512,Дмитрий Павлов,NA,NA,Дмитрий,Павлов,russia,NA,NA,Дмитрий,Сергеевич,Сергеевич,NA
333,Виктор Колосов,NA,NA,Виктор,Колосов,russia,NA,NA,Виктор,Павлович,Павлович,NA
94,Юргис Бредикис,NA,NA,Юргис,Бредикис,russia,NA,NA,Юргис,Юозо,Юозо,NA
388,Михаил Курленя,NA,NA,Михаил,Курленя,russia,NA,NA,Михаил,Владимирович,Владимирович,NA
566,Дмитрий Пушкарь,NA,NA,Дмитрий,Пушкарь,russia,NA,NA,Дмитрий,Юрьевич,Юрьевич,NA
821,Вячеслав Щедрин,NA,NA,Вячеслав,Щедрин,russia,NA,NA,Вячеслав,Николаевич,Николаевич,NA
159,Елена Голухова,NA,NA,Елена,Голухова,russia,NA,NA,Елена,Зеликовна,Зеликовна,NA
551,Юрий Попков,NA,NA,Юрий,Попков,russia,NA,NA,Юрий,Соломонович,Соломонович,NA
251,Юрий Журавлев,NA,NA,Юрий,Журавлев,russia,NA,NA,Юрий,Николаевич,Николаевич,NA
71,Наталия Беседнова,NA,NA,Наталия,Беседнова,russia,NA,NA,Наталия,Николаевна,Николаевна,NA
667,Эдуард Сон,NA,NA,Эдуард,Сон,russia,NA,NA,Эдуард,Евгеньевич,Евгеньевич,NA
20,Мамед Алиев,NA,NA,Мамед,Алиев,russia,NA,NA,Мамед,Джавадович,Джавадович,NA
200,Сергей Деев,NA,NA,Сергей,Деев,russia,NA,NA,Сергей,Михайлович,Михайлович,NA
513,Владимир Павлюшин,NA,NA,Владимир,Павлюшин,russia,NA,NA,Владимир,Алексеевич,Алексеевич,NA
676,Александр Стемпковский,NA,NA,Александр,Стемпковский,russia,NA,NA,Александр,Леонидович,Леонидович,NA
696,Владимир Тартаковский,NA,NA,Владимир,Тартаковский,russia,NA,NA,Владимир,Александрович,Александрович,NA
585,Григорий Ройтберг,NA,NA,Григорий,Ройтберг,russia,NA,NA,Григорий,Ефимович,Ефимович,NA
379,Анатолий Кулаков,NA,NA,Анатолий,Кулаков,russia,NA,NA,Анатолий,Алексеевич,Алексеевич,NA
746,Анатолий Фоменко,NA,NA,Анатолий,Фоменко,russia,NA,NA,Анатолий,Тимофеевич,Тимофеевич,NA
576,Андрей Решетников,NA,NA,Андрей,Решетников,russia,NA,NA,Андрей,Вениаминович,Вениаминович,NA
188,Абдусалам Гусейнов,NA,NA,Абдусалам,Гусейнов,russia,NA,NA,Абдусалам,Абдулкеримович,Абдулкеримович,NA
332,Любовь Колесникова,NA,NA,Любовь,Колесникова,russia,NA,NA,Любовь,Ильинична,Ильинична,NA
718,Валерий Труфакин,NA,NA,Валерий,Труфакин,russia,NA,NA,Валерий,Алексеевич,Алексеевич,NA
22,Владимир Алпатов,NA,NA,Владимир,Алпатов,russia,NA,NA,Владимир,Михайлович,Михайлович,NA
459,Николай Милащенко,NA,NA,Николай,Милащенко,russia,NA,NA,Николай,Захарович,Захарович,NA
595,Андрей Рудской,NA,NA,Андрей,Рудской,russia,NA,NA,Андрей,Иванович,Иванович,NA
118,Валерий Верниковский,NA,NA,Валерий,Верниковский,russia,NA,NA,Валерий,Арнольдович,Арнольдович,NA
329,Андрей Кокошин,NA,NA,Андрей,Кокошин,russia,NA,NA,Андрей,Афанасьевич,Афанасьевич,NA
443,Владимир Марченко,NA,NA,Владимир,Марченко,russia,NA,NA,Владимир,Александрович,Александрович,NA
64,Юрий Беленков,NA,NA,Юрий,Беленков,russia,NA,NA,Юрий,Никитич,Никитич,NA
248,Анатолий Журавлев,NA,NA,Анатолий,Журавлев,russia,NA,NA,Анатолий,Лактионович,Лактионович,NA
146,Павел Георгиев,NA,NA,Павел,Георгиев,russia,NA,NA,Павел,Георгиевич,Георгиевич,NA
265,Лев Зеленый,NA,NA,Лев,Зеленый,russia,NA,NA,Лев,Матвеевич,Матвеевич,NA
103,Олег Бухарин,NA,NA,Олег,Бухарин,russia,NA,NA,Олег,Валерьевич,Валерьевич,NA
15,Вениамин Алексеев,NA,NA,Вениамин,Алексеев,russia,NA,NA,Вениамин,Васильевич,Васильевич,NA
531,Людмила Петрова,NA,NA,Людмила,Петрова,russia,NA,NA,Людмила,Николаевна,Николаевна,NA
279,Владимир Ивашкин,NA,NA,Владимир,Ивашкин,russia,NA,NA,Владимир,Трофимович,Трофимович,NA
347,Анатолий Коротеев,NA,NA,Анатолий,Коротеев,russia,NA,NA,Анатолий,Сазонович,Сазонович,NA
57,Виктор Баранов,NA,NA,Виктор,Баранов,russia,NA,NA,Виктор,Михайлович,Михайлович,NA
647,Александр Скоромец,NA,NA,Александр,Скоромец,russia,NA,NA,Александр,Анисимович,Анисимович,NA
668,Владимир Сотченко,NA,NA,Владимир,Сотченко,russia,NA,NA,Владимир,Семенович,Семенович,NA
506,Дмитрий Орлов,NA,NA,Дмитрий,Орлов,russia,NA,NA,Дмитрий,Олегович,Олегович,NA
204,Анатолий Деревянко,NA,NA,Анатолий,Деревянко,russia,NA,NA,Анатолий,Пантелеевич,Пантелеевич,NA
370,Евгений Кузнецов,NA,NA,Евгений,Кузнецов,russia,NA,NA,Евгений,Александрович,Александрович,NA
327,Владимир Козлов,NA,NA,Владимир,Козлов,russia,NA,NA,Владимир,Александрович,Александрович,NA
263,Владимир Захаров,NA,NA,Владимир,Захаров,russia,NA,NA,Владимир,Евгеньевич,Евгеньевич,NA
177,Александр Гречкин,NA,NA,Александр,Гречкин,russia,NA,NA,Александр,Николаевич,Николаевич,NA
335,Николай Комов,NA,NA,Николай,Комов,russia,NA,NA,Николай,Васильевич,Васильевич,NA
184,Михаил Гулюкин,NA,NA,Михаил,Гулюкин,russia,NA,NA,Михаил,Иванович,Иванович,NA
399,Владимир Левин,NA,NA,Владимир,Левин,russia,NA,NA,Владимир,Алексеевич,Алексеевич,NA
108,Евгений Ваганов,NA,NA,Евгений,Ваганов,russia,NA,NA,Евгений,Александрович,Александрович,NA
792,Олег Чупахин,NA,NA,Олег,Чупахин,russia,NA,NA,Олег,Николаевич,Николаевич,NA
291,Владимир Казанский,NA,NA,Владимир,Казанский,russia,NA,NA,Владимир,Борисович,Борисович,NA
157,Сергей Годунов,NA,NA,Сергей,Годунов,russia,NA,NA,Сергей,Константинович,Константинович,NA
822,Иван Щербаков,NA,NA,Иван,Щербаков,russia,NA,NA,Иван,Александрович,Александрович,NA
648,Александр Скринский,NA,NA,Александр,Скринский,russia,NA,NA,Александр,Николаевич,Николаевич,NA
747,Василий Фомин,NA,NA,Василий,Фомин,russia,NA,NA,Василий,Михайлович,Михайлович,NA
442,Анатолий Мартынов,NA,NA,Анатолий,Мартынов,russia,NA,NA,Анатолий,Иванович,Иванович,NA
823,Юрий Щербук,NA,NA,Юрий,Щербук,russia,NA,NA,Юрий,Александрович,Александрович,NA
706,Всеволод Ткачук,NA,NA,Всеволод,Ткачук,russia,NA,NA,Всеволод,Арсеньевич,Арсеньевич,NA
355,Владимир Котляков,NA,NA,Владимир,Котляков,russia,NA,NA,Владимир,Михайлович,Михайлович,NA
776,Петр Чекмарев,NA,NA,Петр,Чекмарев,russia,NA,NA,Петр,Александрович,Александрович,NA
58,Владимир Барановский,NA,NA,Владимир Георгиевич,Барановский,russia_patronyms,NA,NA,Владимир,Георгиевич,Георгиевич,NA
539,Владимир Платонов,NA,NA,Владимир Петрович,Платонов,russia_patronyms,NA,NA,Владимир,Петрович,Петрович,NA
766,Геннадий Хубулава,NA,NA,Геннадий Григорьевич,Хубулава,russia_patronyms,NA,NA,Геннадий,Григорьевич,Григорьевич,NA
268,Наталия Зиновьева,NA,NA,Наталия Анатольевна,Зиновьева,russia_patronyms,NA,NA,Наталия,Анатольевна,Анатольевна,NA
308,Николай Кашеваров,NA,NA,Николай Иванович,Кашеваров,russia_patronyms,NA,NA,Николай,Иванович,Иванович,NA
117,Евгений Велихов,NA,NA,Евгений Павлович,Велихов,russia_patronyms,NA,NA,Евгений,Павлович,Павлович,NA
129,Станислав Вомперский,NA,NA,Станислав Эдуардович,Вомперский,russia_patronyms,NA,NA,Станислав,Эдуардович,Эдуардович,NA
301,Александр Караулов,NA,NA,Александр Викторович,Караулов,russia_patronyms,NA,NA,Александр,Викторович,Викторович,NA
293,Валерий Калашников,NA,NA,Валерий Васильевич,Калашников,russia_patronyms,NA,NA,Валерий,Васильевич,Васильевич,NA
251,Юрий Журавлев,NA,NA,Юрий Николаевич,Журавлев,russia_patronyms,NA,NA,Юрий,Николаевич,Николаевич,NA
638,Владимир Серов,NA,NA,Владимир Николаевич,Серов,russia_patronyms,NA,NA,Владимир,Николаевич,Николаевич,NA
74,Владимир Бетелин,NA,NA,Владимир Борисович,Бетелин,russia_patronyms,NA,NA,Владимир,Борисович,Борисович,NA
222,Иван Дунин,NA,NA,Иван Михайлович,Дунин,russia_patronyms,NA,NA,Иван,Михайлович,Михайлович,NA
93,Вадим Бражкин,NA,NA,Вадим Вениаминович,Бражкин,russia_patronyms,NA,NA,Вадим,Вениаминович,Вениаминович,NA
318,Сергей Кисляков,NA,NA,Сергей Витальевич,Кисляков,russia_patronyms,NA,NA,Сергей,Витальевич,Витальевич,NA
73,Геннадий Беспахотный,NA,NA,Геннадий Васильевич,Беспахотный,russia_patronyms,NA,NA,Геннадий,Васильевич,Васильевич,NA
28,Хизри Амирханов,NA,NA,Хизри Амирханович,Амирханов,russia_patronyms,NA,NA,Хизри,Амирханович,Амирханович,NA
151,Иосиф Гительзон,NA,NA,Иосиф Исаевич,Гительзон,russia_patronyms,NA,NA,Иосиф,Исаевич,Исаевич,NA
404,Валерий Леонтьев,NA,NA,Валерий Константинович,Леонтьев,russia_patronyms,NA,NA,Валерий,Константинович,Константинович,NA
503,Лев Оганесянц,NA,NA,Лев Арсенович,Оганесянц,russia_patronyms,NA,NA,Лев,Арсенович,Арсенович,NA
700,Владимир Тильба,NA,NA,Владимир Арнольдович,Тильба,russia_patronyms,NA,NA,Владимир,Арнольдович,Арнольдович,NA
300,Александр Караськов,NA,NA,Александр Михайлович,Караськов,russia_patronyms,NA,NA,Александр,Михайлович,Михайлович,NA
278,Наталья Иванова,NA,NA,Наталья Ивановна,Иванова,russia_patronyms,NA,NA,Наталья,Ивановна,Ивановна,NA
560,Игорь Пронин,NA,NA,Игорь Николаевич,Пронин,russia_patronyms,NA,NA,Игорь,Николаевич,Николаевич,NA
566,Дмитрий Пушкарь,NA,NA,Дмитрий Юрьевич,Пушкарь,russia_patronyms,NA,NA,Дмитрий,Юрьевич,Юрьевич,NA
52,Петр Бакланов,NA,NA,Петр Яковлевич,Бакланов,russia_patronyms,NA,NA,Петр,Яковлевич,Яковлевич,NA
487,Юрий Наточин,NA,NA,Юрий Викторович,Наточин,russia_patronyms,NA,NA,Юрий,Викторович,Викторович,NA
48,Сергей Багненко,NA,NA,Сергей Федорович,Багненко,russia_patronyms,NA,NA,Сергей,Федорович,Федорович,NA
828,Николай Ющук,NA,NA,Николай Дмитриевич,Ющук,russia_patronyms,NA,NA,Николай,Дмитриевич,Дмитриевич,NA
240,Феликс Ершов,NA,NA,Феликс Иванович,Ершов,russia_patronyms,NA,NA,Феликс,Иванович,Иванович,NA
19,Николай Алёшин,NA,NA,Николай Павлович,Алёшин,russia_patronyms,NA,NA,Николай,Павлович,Павлович,NA
831,Евгений Якушенко,NA,NA,Евгений Иванович,Якушенко,russia_patronyms,NA,NA,Евгений,Иванович,Иванович,NA
214,Виктор Долженко,NA,NA,Виктор Иванович,Долженко,russia_patronyms,NA,NA,Виктор,Иванович,Иванович,NA
406,Феликс Летников,NA,NA,Феликс Артемьевич,Летников,russia_patronyms,NA,NA,Феликс,Артемьевич,Артемьевич,NA
198,Алексей Дедов,NA,NA,Алексей Георгиевич,Дедов,russia_patronyms,NA,NA,Алексей,Георгиевич,Георгиевич,NA
172,Сергей Готье,NA,NA,Сергей Владимирович,Готье,russia_patronyms,NA,NA,Сергей,Владимирович,Владимирович,NA
664,Владимир Солодкий,NA,NA,Владимир Алексеевич,Солодкий,russia_patronyms,NA,NA,Владимир,Алексеевич,Алексеевич,NA
213,Николай Долгушкин,NA,NA,Николай Кузьмич,Долгушкин,russia_patronyms,NA,NA,Николай,Кузьмич,Кузьмич,NA
303,Ростислав Карпов,NA,NA,Ростислав Сергеевич,Карпов,russia_patronyms,NA,NA,Ростислав,Сергеевич,Сергеевич,NA
294,Виктор Калнберз,NA,NA,Виктор Константинович,Калнберз,russia_patronyms,NA,NA,Виктор,Константинович,Константинович,NA
56,Александр Баранов,NA,NA,Александр Александрович,Баранов,russia_patronyms,NA,NA,Александр,Александрович,Александрович,NA
79,Ирина Боголепова,NA,NA,Ирина Николаевна,Боголепова,russia_patronyms,NA,NA,Ирина,Николаевна,Николаевна,NA
826,Юсупжан Юлдашбаев,NA,NA,Юсупжан Артыкович,Юлдашбаев,russia_patronyms,NA,NA,Юсупжан,Артыкович,Артыкович,NA
654,Владимир Смирнов,NA,NA,Владимир Николаевич,Смирнов,russia_patronyms,NA,NA,Владимир,Николаевич,Николаевич,NA
604,Алексей Рындин,NA,NA,Алексей Владимирович,Рындин,russia_patronyms,NA,NA,Алексей,Владимирович,Владимирович,NA
512,Дмитрий Павлов,NA,NA,Дмитрий Сергеевич,Павлов,russia_patronyms,NA,NA,Дмитрий,Сергеевич,Сергеевич,NA
529,Олег Петров,NA,NA,Олег Фёдорович,Петров,russia_patronyms,NA,NA,Олег,Фёдорович,Фёдорович,NA
607,Галина Савельева,NA,NA,Галина Михайловна,Савельева,russia_patronyms,NA,NA,Галина,Михайловна,Михайловна,NA
504,Владимир Окрепилов,NA,NA,Владимир Валентинович,Окрепилов,russia_patronyms,NA,NA,Владимир,Валентинович,Валентинович,NA
196,Кирилл Дегтярев,NA,NA,Кирилл Евгеньевич,Дегтярев,russia_patronyms,NA,NA,Кирилл,Евгеньевич,Евгеньевич,NA
7,Иван Айдаров,NA,NA,Иван Петрович,Айдаров,russia_patronyms,NA,NA,Иван,Петрович,Петрович,NA
595,Андрей Рудской,NA,NA,Андрей Иванович,Рудской,russia_patronyms,NA,NA,Андрей,Иванович,Иванович,NA
9,Василий Акимкин,NA,NA,Василий Геннадьевич,Акимкин,russia_patronyms,NA,NA,Василий,Геннадьевич,Геннадьевич,NA
273,Андрей Иванов,NA,NA,Андрей Леонидович,Иванов,russia_patronyms,NA,NA,Андрей,Леонидович,Леонидович,NA
384,Андрей Куликовский,NA,NA,Андрей Геннадьевич,Куликовский,russia_patronyms,NA,NA,Андрей,Геннадьевич,Геннадьевич,NA
525,Александр Петриков,NA,NA,Александр Васильевич,Петриков,russia_patronyms,NA,NA,Александр,Васильевич,Васильевич,NA
424,Константин Лядов,NA,NA,Константин Викторович,Лядов,russia_patronyms,NA,NA,Константин,Викторович,Викторович,NA
345,Игорь Коропачинский,NA,NA,Игорь Юрьевич,Коропачинский,russia_patronyms,NA,NA,Игорь,Юрьевич,Юрьевич,NA
385,Геннадий Кулипанов,NA,NA,Геннадий Николаевич,Кулипанов,russia_patronyms,NA,NA,Геннадий,Николаевич,Николаевич,NA
770,Евгений Чазов,NA,NA,Евгений Иванович,Чазов,russia_patronyms,NA,NA,Евгений,Иванович,Иванович,NA
435,Николай Макаров,NA,NA,Николай Андреевич,Макаров,russia_patronyms,NA,NA,Николай,Андреевич,Андреевич,NA
491,Александр Некипелов,NA,NA,Александр Дмитриевич,Некипелов,russia_patronyms,NA,NA,Александр,Дмитриевич,Дмитриевич,NA
806,Сергей Шевченко,NA,NA,Сергей Николаевич,Шевченко,russia_patronyms,NA,NA,Сергей,Николаевич,Николаевич,NA
94,Юргис Бредикис,NA,NA,Юргис Юозо,Бредикис,russia_patronyms,NA,NA,Юргис,Юозо,Юозо,NA
69,Валерий Береговых,NA,NA,Валерий Васильевич,Береговых,russia_patronyms,NA,NA,Валерий,Васильевич,Васильевич,NA
689,Геннадий Сухих,NA,NA,Геннадий Тихонович,Сухих,russia_patronyms,NA,NA,Геннадий,Тихонович,Тихонович,NA
446,Сергей Матвеев,NA,NA,Сергей Владимирович,Матвеев,russia_patronyms,NA,NA,Сергей,Владимирович,Владимирович,NA
581,Сергей Родин,NA,NA,Сергей Анатольевич,Родин,russia_patronyms,NA,NA,Сергей,Анатольевич,Анатольевич,NA
155,Петр Глыбочко,NA,NA,Петр Витальевич,Глыбочко,russia_patronyms,NA,NA,Петр,Витальевич,Витальевич,NA
562,Олег Пугачев,NA,NA,Олег Николаевич,Пугачев,russia_patronyms,NA,NA,Олег,Николаевич,Николаевич,NA
234,Сергей Енгашев,NA,NA,Сергей Владимирович,Енгашев,russia_patronyms,NA,NA,Сергей,Владимирович,Владимирович,NA
725,Михаил Угрюмов,NA,NA,Михаил Вениаминович,Угрюмов,russia_patronyms,NA,NA,Михаил,Вениаминович,Вениаминович,NA
39,Евгений Артюшков,NA,NA,Евгений Викторович,Артюшков,russia_patronyms,NA,NA,Евгений,Викторович,Викторович,NA
403,Александр Леонтьев,NA,NA,Александр Иванович,Леонтьев,russia_patronyms,NA,NA,Александр,Иванович,Иванович,NA
658,Николай Соболев,NA,NA,Николай Владимирович,Соболев,russia_patronyms,NA,NA,Николай,Владимирович,Владимирович,NA
630,Юрий Семенов,NA,NA,Юрий Павлович,Семенов,russia_patronyms,NA,NA,Юрий,Павлович,Павлович,NA
587,Геннадий Романенко,NA,NA,Геннадий Алексеевич,Романенко,russia_patronyms,NA,NA,Геннадий,Алексеевич,Алексеевич,NA
837,Николай Яхно,NA,NA,Николай Николаевич,Яхно,russia_patronyms,NA,NA,Николай,Николаевич,Николаевич,NA
812,Альберт Ширяев,NA,NA,Альберт Николаевич,Ширяев,russia_patronyms,NA,NA,Альберт,Николаевич,Николаевич,NA
49,Борис Базаров,NA,NA,Борис Ванданович,Базаров,russia_patronyms,NA,NA,Борис,Ванданович,Ванданович,NA
833,Николай Янковский,NA,NA,Николай Казимирович,Янковский,russia_patronyms,NA,NA,Николай,Казимирович,Казимирович,NA
65,Ирина Белецкая,NA,NA,Ирина Петровна,Белецкая,russia_patronyms,NA,NA,Ирина,Петровна,Петровна,NA
147,Николай Герасименко,NA,NA,Николай Федорович,Герасименко,russia_patronyms,NA,NA,Николай,Федорович,Федорович,NA
474,Никита Морозов,NA,NA,Никита Федорович,Морозов,russia_patronyms,NA,NA,Никита,Федорович,Федорович,NA
623,Ашот Саркисов,NA,NA,Ашот Аракелович,Саркисов,russia_patronyms,NA,NA,Ашот,Аракелович,Аракелович,NA
459,Николай Милащенко,NA,NA,Николай Захарович,Милащенко,russia_patronyms,NA,NA,Николай,Захарович,Захарович,NA
716,Григорий Трубников,NA,NA,Григорий Владимирович,Трубников,russia_patronyms,NA,NA,Григорий,Владимирович,Владимирович,NA
110,Федор Василевич,NA,NA,Федор Иванович,Василевич,russia_patronyms,NA,NA,Федор,Иванович,Иванович,NA
585,Григорий Ройтберг,NA,NA,Григорий Ефимович,Ройтберг,russia_patronyms,NA,NA,Григорий,Ефимович,Ефимович,NA
163,Сергей Гончаров,NA,NA,Сергей Федорович,Гончаров,russia_patronyms,NA,NA,Сергей,Федорович,Федорович,NA
612,Иван Савченко,NA,NA,Иван Васильевич,Савченко,russia_patronyms,NA,NA,Иван,Васильевич,Васильевич,NA
494,Роберт Нигматулин,NA,NA,Роберт Искандрович,Нигматулин,russia_patronyms,NA,NA,Роберт,Искандрович,Искандрович,NA
201,Камо Демирчян,NA,NA,Камо Серопович,Демирчян,russia_patronyms,NA,NA,Камо,Серопович,Серопович,NA
502,Юрий Оганесян,NA,NA,Юрий Цолакович,Оганесян,russia_patronyms,NA,NA,Юрий,Цолакович,Цолакович,NA
701,Владислав Тимофеев,NA,NA,Владислав Борисович,Тимофеев,russia_patronyms,NA,NA,Владислав,Борисович,Борисович,NA
751,Ефим Хазанов,NA,NA,Ефим Аркадьевич,Хазанов,russia_patronyms,NA,NA,Ефим,Аркадьевич,Аркадьевич,NA
832,Михаил Яландин,NA,NA,Михаил Иванович,Яландин,russia_patronyms,NA,NA,Михаил,Иванович,Иванович,NA
