X1,name,school,year,first,last,country,n,temp,first.first,first.middle,patronym,middle
0,Ralf Salomaa,NA,NA,Ralf,Salomaa,finland,NA,NA,NA,NA,NA,Rainer Eerik
0,Jan Knip,NA,NA,Jan,Knip,finland,NA,NA,NA,NA,NA,Mikael
0,Pentti Virrankoski,NA,NA,Pentti,Virrankoski,finland,NA,NA,NA,NA,NA,Akseli
0,Pentti Leino,NA,NA,Pentti,Leino,finland,NA,NA,NA,NA,NA,Antero
0,Kaarlo Klemola,NA,NA,Kaarlo,Klemola,finland,NA,NA,NA,NA,NA,Juhani
0,Anu Wartiovaara,NA,NA,Anu,Wartiovaara,finland,NA,NA,NA,NA,NA,Elina
0,Markku Yli-Halla,NA,NA,Markku,Yli-Halla,finland,NA,NA,NA,NA,NA,Juhani
0,Sirpa Jalkanen,NA,NA,Sirpa,Jalkanen,finland,NA,NA,NA,NA,NA,Tuulikki
0,Ulla-Maija Forsberg,NA,NA,Ulla-Maija,Forsberg,finland,NA,NA,NA,NA,NA,NA
0,Heta Pyrhönen,NA,NA,Heta,Pyrhönen,finland,NA,NA,NA,NA,NA,Marjatta
0,Irma Sulkunen,NA,NA,Irma,Sulkunen,finland,NA,NA,NA,NA,NA,Hilda Tuulikki
0,Kimmo Nuotio,NA,NA,Kimmo,Nuotio,finland,NA,NA,NA,NA,NA,Teppo
0,Heikki Hämäläinen,NA,NA,Heikki,Hämäläinen,finland,NA,NA,NA,NA,NA,Antero
0,Johan Wrede,NA,NA,Johan,Wrede,finland,NA,NA,NA,NA,NA,Otto Wilhelm
0,Jari Yli-Kauhaluoma,NA,NA,Jari,Yli-Kauhaluoma,finland,NA,NA,NA,NA,NA,Tapani
0,Harri Andersson,NA,NA,Harri,Andersson,finland,NA,NA,NA,NA,NA,Olavi
0,Hanna Lehti-Eklund,NA,NA,Hanna,Lehti-Eklund,finland,NA,NA,NA,NA,NA,Maria
0,Leena Syrjälä,NA,NA,Leena,Syrjälä,finland,NA,NA,NA,NA,NA,NA
0,Tero Kilpeläinen,NA,NA,Tero,Kilpeläinen,finland,NA,NA,NA,NA,NA,Aatu Väinämö
0,Kari Majamaa,NA,NA,Kari,Majamaa,finland,NA,NA,NA,NA,NA,Gunnar
0,Toivo Viljamaa,NA,NA,Toivo,Viljamaa,finland,NA,NA,NA,NA,NA,Matti Johannes
0,Petri Myllymäki,NA,NA,Petri,Myllymäki,finland,NA,NA,NA,NA,NA,Jukka
0,Pentti Hakkila,NA,NA,Pentti,Hakkila,finland,NA,NA,NA,NA,NA,Tapani
0,Päivi Pahta,NA,NA,Päivi,Pahta,finland,NA,NA,NA,NA,NA,NA
0,Eila Helander,NA,NA,Eila,Helander,finland,NA,NA,NA,NA,NA,Marjatta
0,Leevi Kääriäinen,NA,NA,Leevi,Kääriäinen,finland,NA,NA,NA,NA,NA,Joel
0,Markku Heikkilä,NA,NA,Markku,Heikkilä,finland,NA,NA,NA,NA,NA,Kaarlo Juhani
0,Risto Hiltunen,NA,NA,Risto,Hiltunen,finland,NA,NA,NA,NA,NA,Aulis
0,Kalevi Rikkinen,NA,NA,Kalevi,Rikkinen,finland,NA,NA,NA,NA,NA,Vilho
0,Kai Kaarniranta,NA,NA,Kai,Kaarniranta,finland,NA,NA,NA,NA,NA,NA
0,Jukka Nevakivi,NA,NA,Jukka,Nevakivi,finland,NA,NA,NA,NA,NA,Taneli
0,Mari Ivaska,NA,NA,Mari,Ivaska,finland,NA,NA,NA,NA,NA,Johanna
0,Timo Kairesalo,NA,NA,Timo,Kairesalo,finland,NA,NA,NA,NA,NA,Antero
0,Olli Jänne,NA,NA,Olli,Jänne,finland,NA,NA,NA,NA,NA,Antero
0,Aimo Vihervuori,NA,NA,Aimo,Vihervuori,finland,NA,NA,NA,NA,NA,Pekka
0,Risto Heiskala,NA,NA,Risto,Heiskala,finland,NA,NA,NA,NA,NA,Kalevi
0,Heikki Palva,NA,NA,Heikki,Palva,finland,NA,NA,NA,NA,NA,Väinö Kaleva
0,Jaakko Nousiainen,NA,NA,Jaakko,Nousiainen,finland,NA,NA,NA,NA,NA,Ilmari
0,Kati Tervo-Niemelä,NA,NA,Kati,Tervo-Niemelä,finland,NA,NA,NA,NA,NA,NA
0,Olli Simell,NA,NA,Olli,Simell,finland,NA,NA,NA,NA,NA,Gunnar
0,Harri Vasander,NA,NA,Harri,Vasander,finland,NA,NA,NA,NA,NA,Tapani
0,Juha Tuomi,NA,NA,Juha,Tuomi,finland,NA,NA,NA,NA,NA,Antero
0,Leena Kolehmainen,NA,NA,Leena,Kolehmainen,finland,NA,NA,NA,NA,NA,Sinikka
0,Ilkka Niiniluoto,NA,NA,Ilkka,Niiniluoto,finland,NA,NA,NA,NA,NA,Maunu Olavi
0,Enrico Garavelli,NA,NA,Enrico,Garavelli,finland,NA,NA,NA,NA,NA,NA
0,Kari-Jouko Räihä,NA,NA,Kari-Jouko,Räihä,finland,NA,NA,NA,NA,NA,NA
0,Lea Pulkkinen,NA,NA,Lea,Pulkkinen,finland,NA,NA,NA,NA,NA,Raakel
0,Juhani Lehtonen,NA,NA,Juhani,Lehtonen,finland,NA,NA,NA,NA,NA,Urmas Eerikki
0,Risto Sänkiaho,NA,NA,Risto,Sänkiaho,finland,NA,NA,NA,NA,NA,Heikki
0,Marja-Leena Piitulainen,NA,NA,Marja-Leena,Piitulainen,finland,NA,NA,NA,NA,NA,NA
0,Johanna Honkala,NA,NA,Johanna,Honkala,finland,NA,NA,NA,NA,NA,Karoliina
0,Timo Repo,NA,NA,Timo,Repo,finland,NA,NA,NA,NA,NA,Juhani
0,Esko Kauppinen,NA,NA,Esko,Kauppinen,finland,NA,NA,NA,NA,NA,Ilmari
0,Toive Aartolahti,NA,NA,Toive,Aartolahti,finland,NA,NA,NA,NA,NA,Yrjö Aleksi
0,Antti Kupiainen,NA,NA,Antti,Kupiainen,finland,NA,NA,NA,NA,NA,Jukka
0,Eero Nevanlinna,NA,NA,Eero,Nevanlinna,finland,NA,NA,NA,NA,NA,Olavi
0,Riitta Hjerppe,NA,NA,Riitta,Hjerppe,finland,NA,NA,NA,NA,NA,Tuulikki
0,Carita Kvarnström,NA,NA,Carita,Kvarnström,finland,NA,NA,NA,NA,NA,NA
0,Vieno Piironen,NA,NA,Vieno,Piironen,finland,NA,NA,NA,NA,NA,Irene
0,Eero Ylätalo,NA,NA,Eero,Ylätalo,finland,NA,NA,NA,NA,NA,Matti Olavi
0,Pertti Uotila,NA,NA,Pertti,Uotila,finland,NA,NA,NA,NA,NA,Johannes
0,Erkki Olkinuora,NA,NA,Erkki,Olkinuora,finland,NA,NA,NA,NA,NA,Tapio
0,Markku Seppälä,NA,NA,Markku,Seppälä,finland,NA,NA,NA,NA,NA,Tapio
0,Kimmo Kontula,NA,NA,Kimmo,Kontula,finland,NA,NA,NA,NA,NA,Kaleva
0,Jukka Sihvonen,NA,NA,Jukka,Sihvonen,finland,NA,NA,NA,NA,NA,Veli Olavi
0,Jaana Bäck,NA,NA,Jaana,Bäck,finland,NA,NA,NA,NA,NA,Kaarina
0,Marja Myllyharju,NA,NA,Marja,Myllyharju,finland,NA,NA,NA,NA,NA,Johanna
0,Markku Mäki,NA,NA,Markku,Mäki,finland,NA,NA,NA,NA,NA,Juhani
0,Heikki Joensuu,NA,NA,Heikki,Joensuu,finland,NA,NA,NA,NA,NA,Tuomas
0,Marja-Kristiina Lerkkanen,NA,NA,Marja-Kristiina,Lerkkanen,finland,NA,NA,NA,NA,NA,NA
0,Lauri Eskola,NA,NA,Lauri,Eskola,finland,NA,NA,NA,NA,NA,Olavi
0,Jarkko Koskinen,NA,NA,Jarkko,Koskinen,finland,NA,NA,NA,NA,NA,Tapio
0,Pirjo Nuutila,NA,NA,Pirjo,Nuutila,finland,NA,NA,NA,NA,NA,Riitta
0,Pasi Puttonen,NA,NA,Pasi,Puttonen,finland,NA,NA,NA,NA,NA,Kalevi
0,Jukka Jernvall,NA,NA,Jukka,Jernvall,finland,NA,NA,NA,NA,NA,Tapani
0,Raimo Lahti,NA,NA,Raimo,Lahti,finland,NA,NA,NA,NA,NA,Otto Kalervo
0,Eero Päivänen,NA,NA,Eero,Päivänen,finland,NA,NA,NA,NA,NA,Juhani
0,Jarmo Visakorpi,NA,NA,Jarmo,Visakorpi,finland,NA,NA,NA,NA,NA,Kustaa
0,Yrjö Haila,NA,NA,Yrjö,Haila,finland,NA,NA,NA,NA,NA,Antero
0,Toivo Pihlaja,NA,NA,Toivo,Pihlaja,finland,NA,NA,NA,NA,NA,Kalevi
0,Kimmo Alho,NA,NA,Kimmo,Alho,finland,NA,NA,NA,NA,NA,Antero
0,Pekka Neittaanmäki,NA,NA,Pekka,Neittaanmäki,finland,NA,NA,NA,NA,NA,Juhani
0,Jukka Mönkkönen,NA,NA,Jukka,Mönkkönen,finland,NA,NA,NA,NA,NA,Tapani
0,Juha Karhu,NA,NA,Juha,Karhu,finland,NA,NA,NA,NA,NA,Kalevi
0,Jukka Gronow,NA,NA,Jukka,Gronow,finland,NA,NA,NA,NA,NA,Olavi
0,Heikki Paloheimo,NA,NA,Heikki,Paloheimo,finland,NA,NA,NA,NA,NA,Mauri Osmo
0,Erkki Haukioja,NA,NA,Erkki,Haukioja,finland,NA,NA,NA,NA,NA,Arvo Juhani
0,Tuula Linna,NA,NA,Tuula,Linna,finland,NA,NA,NA,NA,NA,Hannele
0,Helmi Järviluoma-Mäkelä,NA,NA,Helmi,Järviluoma-Mäkelä,finland,NA,NA,NA,NA,NA,NA
585,Heisuke Hironaka,NA,NA,Heisuke,Hironaka,france,NA,NA,NA,NA,NA,NA
979,Johann Pfaff,NA,NA,Johann,Pfaff,france,NA,NA,NA,NA,NA,NA
895,Jürgen Moser,NA,NA,Jürgen,Moser,france,NA,NA,NA,NA,NA,NA
1169,Jean-Paul Thiery,NA,NA,Jean-Paul,Thiery,france,NA,NA,NA,NA,NA,NA
15,Antoine-Jean Chaillou,NA,NA,Antoine-Jean,Chaillou,france,NA,NA,NA,NA,NA,NA
1124,Nikolay Semyonov,NA,NA,Nikolay,Semyonov,france,NA,NA,NA,NA,NA,NA
1174,Pierre Tiollais,NA,NA,Pierre,Tiollais,france,NA,NA,NA,NA,NA,NA
249,Philibert Chabert,NA,NA,Philibert,Chabert,france,NA,NA,NA,NA,NA,NA
1006,John Pond,NA,NA,John,Pond,france,NA,NA,NA,NA,NA,NA
758,Jean Leray,NA,NA,Jean,Leray,france,NA,NA,NA,NA,NA,NA
480,Bernard Bessy,NA,NA,Bernard,Bessy,france,NA,NA,NA,NA,NA,NA
347,Charles Geer,NA,NA,Charles,Geer,france,NA,NA,NA,NA,NA,NA
926,Heinrich Olbers,NA,NA,Heinrich,Olbers,france,NA,NA,NA,NA,NA,NA
987,Philippe Pinel,NA,NA,Philippe,Pinel,france,NA,NA,NA,NA,NA,NA
745,Paul Lecomte,NA,NA,Paul,Lecomte,france,NA,NA,NA,NA,NA,NA
181,Louis Breteuil,NA,NA,Louis,Breteuil,france,NA,NA,NA,NA,NA,NA
636,Antoine Jussieu,NA,NA,Antoine,Jussieu,france,NA,NA,NA,NA,NA,NA
72,Henri Becquerel,NA,NA,Henri,Becquerel,france,NA,NA,NA,NA,NA,NA
800,Pierre Magnol,NA,NA,Pierre,Magnol,france,NA,NA,NA,NA,NA,NA
108,François Beudant,NA,NA,François,Beudant,france,NA,NA,NA,NA,NA,NA
389,Denis Dodart,NA,NA,Denis,Dodart,france,NA,NA,NA,NA,NA,NA
650,Richard Karp,NA,NA,Richard,Karp,france,NA,NA,NA,NA,NA,NA
319,Francis Crick,NA,NA,Francis,Crick,france,NA,NA,NA,NA,NA,NA
90,Jacob Bernoulli,NA,NA,Jacob,Bernoulli,france,NA,NA,NA,NA,NA,NA
1211,Édouard Verneuil,NA,NA,Édouard,Verneuil,france,NA,NA,NA,NA,NA,NA
1231,Michael Waterman,NA,NA,Michael,Waterman,france,NA,NA,NA,NA,NA,NA
1074,François Rosily-Mesros,NA,NA,François,Rosily-Mesros,france,NA,NA,NA,NA,NA,NA
436,Jean-Baptiste Beaumont,NA,NA,Jean-Baptiste,Beaumont,france,NA,NA,NA,NA,NA,NA
1110,Marie Savigny,NA,NA,Marie,Savigny,france,NA,NA,NA,NA,NA,NA
932,Jean Oudemans,NA,NA,Jean,Oudemans,france,NA,NA,NA,NA,NA,NA
167,Daniel Bovet,NA,NA,Daniel,Bovet,france,NA,NA,NA,NA,NA,NA
1234,Jean-Claude Weill,NA,NA,Jean-Claude,Weill,france,NA,NA,NA,NA,NA,NA
431,Sam Edwards,NA,NA,Sam,Edwards,france,NA,NA,NA,NA,NA,NA
747,Thomas Lecuit,NA,NA,Thomas,Lecuit,france,NA,NA,NA,NA,NA,NA
206,Claude Burdin,NA,NA,Claude,Burdin,france,NA,NA,NA,NA,NA,NA
1029,Yves Quéré,NA,NA,Yves,Quéré,france,NA,NA,NA,NA,NA,NA
928,Jean d'Halloy,NA,NA,Jean,d'Halloy,france,NA,NA,NA,NA,NA,NA
691,André Lallemand,NA,NA,André,Lallemand,france,NA,NA,NA,NA,NA,NA
100,Alexis Bertins,NA,NA,Alexis,Bertins,france,NA,NA,NA,NA,NA,NA
254,Jean-Pierre Changeux,NA,NA,Jean-Pierre,Changeux,france,NA,NA,NA,NA,NA,NA
676,Jacques Labillardière,NA,NA,Jacques,Labillardière,france,NA,NA,NA,NA,NA,NA
688,Jérôme Lalande,NA,NA,Jérôme,Lalande,france,NA,NA,NA,NA,NA,NA
144,Jean-Baptiste Bornet,NA,NA,Jean-Baptiste,Bornet,france,NA,NA,NA,NA,NA,NA
1142,Erich Spitz,NA,NA,Erich,Spitz,france,NA,NA,NA,NA,NA,NA
25,Camille Arambourg,NA,NA,Camille,Arambourg,france,NA,NA,NA,NA,NA,NA
824,André Maréchal,NA,NA,André,Maréchal,france,NA,NA,NA,NA,NA,NA
383,Pierre Deslongchamps,NA,NA,Pierre,Deslongchamps,france,NA,NA,NA,NA,NA,NA
794,André Lwoff,NA,NA,André,Lwoff,france,NA,NA,NA,NA,NA,NA
466,Patrick Flandrin,NA,NA,Patrick,Flandrin,france,NA,NA,NA,NA,NA,NA
1105,Jean-Pierre Sauvage,NA,NA,Jean-Pierre,Sauvage,france,NA,NA,NA,NA,NA,NA
1154,Jean-Marie Tarascon,NA,NA,Jean-Marie,Tarascon,france,NA,NA,NA,NA,NA,NA
522,Jules Gosselet,NA,NA,Jules,Gosselet,france,NA,NA,NA,NA,NA,NA
1036,Gaston Ramon,NA,NA,Gaston,Ramon,france,NA,NA,NA,NA,NA,NA
941,Antoine Parent,NA,NA,Antoine,Parent,france,NA,NA,NA,NA,NA,NA
35,Thierry Aubin,NA,NA,Thierry,Aubin,france,NA,NA,NA,NA,NA,NA
525,Louis Gouy,NA,NA,Louis,Gouy,france,NA,NA,NA,NA,NA,NA
580,Michael Herman,NA,NA,Michael,Herman,france,NA,NA,NA,NA,NA,NA
595,Jean-Henri Humbert,NA,NA,Jean-Henri,Humbert,france,NA,NA,NA,NA,NA,NA
686,Joseph-Louis Lagrange,NA,NA,Joseph-Louis,Lagrange,france,NA,NA,NA,NA,NA,NA
248,Joseph-Bernard Chabert-Cogolin,NA,NA,Joseph-Bernard,Chabert-Cogolin,france,NA,NA,NA,NA,NA,NA
1125,Henri Sénarmont,NA,NA,Henri,Sénarmont,france,NA,NA,NA,NA,NA,NA
957,Georges Pelletier,NA,NA,Georges,Pelletier,france,NA,NA,NA,NA,NA,NA
614,Pierre Jacquinot,NA,NA,Pierre,Jacquinot,france,NA,NA,NA,NA,NA,NA
393,David Donoho,NA,NA,David,Donoho,france,NA,NA,NA,NA,NA,NA
364,Max Delbrück,NA,NA,Max,Delbrück,france,NA,NA,NA,NA,NA,NA
1065,Pierre Robiquet,NA,NA,Pierre,Robiquet,france,NA,NA,NA,NA,NA,NA
411,Michel Duflo,NA,NA,Michel,Duflo,france,NA,NA,NA,NA,NA,NA
1111,Evry Schatzman,NA,NA,Evry,Schatzman,france,NA,NA,NA,NA,NA,NA
1080,Albin Roussin,NA,NA,Albin,Roussin,france,NA,NA,NA,NA,NA,NA
499,Pierre-Gilles Gennes,NA,NA,Pierre-Gilles,Gennes,france,NA,NA,NA,NA,NA,NA
592,François Huber,NA,NA,François,Huber,france,NA,NA,NA,NA,NA,NA
1161,Camille Louvois,NA,NA,Camille,Louvois,france,NA,NA,NA,NA,NA,NA
423,Henri Lôme,NA,NA,Henri,Lôme,france,NA,NA,NA,NA,NA,NA
140,Jean-Charles Borda,NA,NA,Jean-Charles,Borda,france,NA,NA,NA,NA,NA,NA
359,Pierre Dehérain,NA,NA,Pierre,Dehérain,france,NA,NA,NA,NA,NA,NA
1114,Marcel-Paul Schützenberger,NA,NA,Marcel-Paul,Schützenberger,france,NA,NA,NA,NA,NA,NA
627,Pierre Joliot,NA,NA,Pierre,Joliot,france,NA,NA,NA,NA,NA,NA
632,Michel Jouvet,NA,NA,Michel,Jouvet,france,NA,NA,NA,NA,NA,NA
1194,Georges Urbain,NA,NA,Georges,Urbain,france,NA,NA,NA,NA,NA,NA
1164,Jean Terrasson,NA,NA,Jean,Terrasson,france,NA,NA,NA,NA,NA,NA
352,Claude Debru,NA,NA,Claude,Debru,france,NA,NA,NA,NA,NA,NA
1132,Manne Siegbahn,NA,NA,Manne,Siegbahn,france,NA,NA,NA,NA,NA,NA
36,Jean Audouin,NA,NA,Jean,Audouin,france,NA,NA,NA,NA,NA,NA
406,Guillaume Dubois,NA,NA,Guillaume,Dubois,france,NA,NA,NA,NA,NA,NA
1086,David Ruelle,NA,NA,David,Ruelle,france,NA,NA,NA,NA,NA,NA
1219,Paul Villard,NA,NA,Paul,Villard,france,NA,NA,NA,NA,NA,NA
1254,Johann Wurzelbauer,NA,NA,Johann,Wurzelbauer,france,NA,NA,NA,NA,NA,NA
76,Jacopo Belgrado,NA,NA,Jacopo,Belgrado,france,NA,NA,NA,NA,NA,NA
1037,Louis Carbonnières,NA,NA,Louis,Carbonnières,france,NA,NA,NA,NA,NA,NA
621,Yves Jeannin,NA,NA,Yves,Jeannin,france,NA,NA,NA,NA,NA,NA
1077,Eugène Rouché,NA,NA,Eugène,Rouché,france,NA,NA,NA,NA,NA,NA
51,Gilbert Ballet,NA,NA,Gilbert,Ballet,france,NA,NA,NA,NA,NA,NA
659,Ernst Knobil,NA,NA,Ernst,Knobil,france,NA,NA,NA,NA,NA,NA
519,Maurice Goldman,NA,NA,Maurice,Goldman,france,NA,NA,NA,NA,NA,NA
1153,Philippe Taquet,NA,NA,Philippe,Taquet,france,NA,NA,NA,NA,NA,NA
951,Jean-Claude Pecker,NA,NA,Jean-Claude,Pecker,france,NA,NA,NA,NA,NA,NA
713,Jean-Paul Laumond,NA,NA,Jean-Paul,Laumond,france,NA,NA,NA,NA,NA,NA
449,Michel Fardeau,NA,NA,Michel,Fardeau,france,NA,NA,NA,NA,NA,NA
180,Jacques Bresse,NA,NA,Jacques,Bresse,france,NA,NA,NA,NA,NA,NA
1252,Almroth Wright,NA,NA,Almroth,Wright,france,NA,NA,NA,NA,NA,NA
991,Pedro Pissis,NA,NA,Pedro,Pissis,france,NA,NA,NA,NA,NA,NA
311,Julien Costantin,NA,NA,Julien,Costantin,france,NA,NA,NA,NA,NA,NA
481,Augustin-Jean Fresnel,NA,NA,Augustin-Jean,Fresnel,france,NA,NA,NA,NA,NA,NA
475,Antoine François,NA,NA,Antoine,François,france,NA,NA,NA,NA,NA,NA
191,Louis Broglie,NA,NA,Louis,Broglie,france,NA,NA,NA,NA,NA,NA
93,Gérard Berry,NA,NA,Gérard,Berry,france,NA,NA,NA,NA,NA,NA
984,Bernard Picinbono,NA,NA,Bernard,Picinbono,france,NA,NA,NA,NA,NA,NA
558,Stephen Hales,NA,NA,Stephen,Hales,france,NA,NA,NA,NA,NA,NA
1041,Auguste Rateau,NA,NA,Auguste,Rateau,france,NA,NA,NA,NA,NA,NA
949,Anselme Payen,NA,NA,Anselme,Payen,france,NA,NA,NA,NA,NA,NA
977,Jean Petit,NA,NA,Jean,Petit,france,NA,NA,NA,NA,NA,NA
1066,Henri Rochefort,NA,NA,Henri,Rochefort,france,NA,NA,NA,NA,NA,NA
124,Émile Blanchard,NA,NA,Émile,Blanchard,france,NA,NA,NA,NA,NA,NA
1064,Robert Robinson,NA,NA,Robert,Robinson,france,NA,NA,NA,NA,NA,NA
738,Urbain Verrier,NA,NA,Urbain,Verrier,france,NA,NA,NA,NA,NA,NA
391,Simon Donaldson,NA,NA,Simon,Donaldson,france,NA,NA,NA,NA,NA,NA
521,John Goodenough,NA,NA,John,Goodenough,france,NA,NA,NA,NA,NA,NA
841,Jean-Frédéric Phélypeaux,NA,NA,Jean-Frédéric,Phélypeaux,france,NA,NA,NA,NA,NA,NA
929,Satoshi Ōmura,NA,NA,Satoshi,Ōmura,france,NA,NA,NA,NA,NA,NA
202,Jean-Baptiste-Michel Bucquet,NA,NA,Jean-Baptiste-Michel,Bucquet,france,NA,NA,NA,NA,NA,NA
1012,Michel Pouchard,NA,NA,Michel,Pouchard,france,NA,NA,NA,NA,NA,NA
105,Friedrich Bessel,NA,NA,Friedrich,Bessel,france,NA,NA,NA,NA,NA,NA
1260,Marc Yor,NA,NA,Marc,Yor,france,NA,NA,NA,NA,NA,NA
629,Alfred Jost,NA,NA,Alfred,Jost,france,NA,NA,NA,NA,NA,NA
365,Achille Delesse,NA,NA,Achille,Delesse,france,NA,NA,NA,NA,NA,NA
1138,Piotr Słonimski,NA,NA,Piotr,Słonimski,france,NA,NA,NA,NA,NA,NA
31,Jacques-Arsène d'Arsonval,NA,NA,Jacques-Arsène,d'Arsonval,france,NA,NA,NA,NA,NA,NA
611,François Jacob,NA,NA,François,Jacob,france,NA,NA,NA,NA,NA,NA
559,James Hall,NA,NA,James,Hall,france,NA,NA,NA,NA,NA,NA
78,Bernard Bélidor,NA,NA,Bernard,Bélidor,france,NA,NA,NA,NA,NA,NA
726,Jean-François Gall,NA,NA,Jean-François,Gall,france,NA,NA,NA,NA,NA,NA
10,Jacques d'Allonville,NA,NA,Jacques,d'Allonville,france,NA,NA,NA,NA,NA,NA
225,Augustin Candolle,NA,NA,Augustin,Candolle,france,NA,NA,NA,NA,NA,NA
18,Marie Andoyer,NA,NA,Marie,Andoyer,france,NA,NA,NA,NA,NA,NA
62,Aymar Pluvinel,NA,NA,Aymar,Pluvinel,france,NA,NA,NA,NA,NA,NA
982,Jean Picard,NA,NA,Jean,Picard,france,NA,NA,NA,NA,NA,NA
126,Brebis Bleaney,NA,NA,Brebis,Bleaney,france,NA,NA,NA,NA,NA,NA
297,Jean-Baptiste Colbert,NA,NA,Jean-Baptiste,Colbert,france,NA,NA,NA,NA,NA,NA
900,Otto Müller,NA,NA,Otto,Müller,france,NA,NA,NA,NA,NA,NA
16,Guillaume Amontons,NA,NA,Guillaume,Amontons,france,NA,NA,NA,NA,NA,NA
441,Victor-Marie d'Estrées,NA,NA,Victor-Marie,d'Estrées,france,NA,NA,NA,NA,NA,NA
566,Maurice Hamy,NA,NA,Maurice,Hamy,france,NA,NA,NA,NA,NA,NA
482,Louis Freycinet,NA,NA,Louis,Freycinet,france,NA,NA,NA,NA,NA,NA
109,Étienne Bézout,NA,NA,Étienne,Bézout,france,NA,NA,NA,NA,NA,NA
759,René Leriche,NA,NA,René,Leriche,france,NA,NA,NA,NA,NA,NA
1115,Paul Schützenberger,NA,NA,Paul,Schützenberger,france,NA,NA,NA,NA,NA,NA
1187,Daniel-Charles Trudaine,NA,NA,Daniel-Charles,Trudaine,france,NA,NA,NA,NA,NA,NA
149,Charles Bouchard,NA,NA,Charles,Bouchard,france,NA,NA,NA,NA,NA,NA
1092,José-Alain Sahel,NA,NA,José-Alain,Sahel,france,NA,NA,NA,NA,NA,NA
215,Louis Gassicourt,NA,NA,Louis,Gassicourt,france,NA,NA,NA,NA,NA,NA
715,Charles Laveran,NA,NA,Charles,Laveran,france,NA,NA,NA,NA,NA,NA
357,Stanislas Dehaene,NA,NA,Stanislas,Dehaene,france,NA,NA,NA,NA,NA,NA
1230,Eugenius Warming,NA,NA,Eugenius,Warming,france,NA,NA,NA,NA,NA,NA
296,Ferdinand Cohn,NA,NA,Ferdinand,Cohn,france,NA,NA,NA,NA,NA,NA
333,André-Louis Danjon,NA,NA,André-Louis,Danjon,france,NA,NA,NA,NA,NA,NA
1035,Miroslav Radman,NA,NA,Miroslav,Radman,france,NA,NA,NA,NA,NA,NA
907,Claude-Louis Navier,NA,NA,Claude-Louis,Navier,france,NA,NA,NA,NA,NA,NA
241,Luigi Cavalli-Sforza,NA,NA,Luigi,Cavalli-Sforza,france,NA,NA,NA,NA,NA,NA
833,Emmanuel Martonne,NA,NA,Emmanuel,Martonne,france,NA,NA,NA,NA,NA,NA
839,Charles-Victor Mauguin,NA,NA,Charles-Victor,Mauguin,france,NA,NA,NA,NA,NA,NA
1208,Gabriele Veneziano,NA,NA,Gabriele,Veneziano,france,NA,NA,NA,NA,NA,NA
283,Gustave Choquet,NA,NA,Gustave,Choquet,france,NA,NA,NA,NA,NA,NA
561,Albin Haller,NA,NA,Albin,Haller,france,NA,NA,NA,NA,NA,NA
301,Françoise Combes,NA,NA,Françoise,Combes,france,NA,NA,NA,NA,NA,NA
856,Paul-André Meyer,NA,NA,Paul-André,Meyer,france,NA,NA,NA,NA,NA,NA
992,Henri Pitot,NA,NA,Henri,Pitot,france,NA,NA,NA,NA,NA,NA
5,Yves Agid,NA,NA,Yves,Agid,france,NA,NA,NA,NA,NA,NA
1218,Cédric Villani,NA,NA,Cédric,Villani,france,NA,NA,NA,NA,NA,NA
896,Ernest Mouchez,NA,NA,Ernest,Mouchez,france,NA,NA,NA,NA,NA,NA
700,Odilon Lannelongue,NA,NA,Odilon,Lannelongue,france,NA,NA,NA,NA,NA,NA
894,James Douglas,NA,NA,James,Douglas,france,NA,NA,NA,NA,NA,NA
0,Antoine d'Abbadie,NA,NA,Antoine,d'Abbadie,france,NA,NA,NA,NA,NA,NA
256,Jean-Baptiste d'Auteroche,NA,NA,Jean-Baptiste,d'Auteroche,france,NA,NA,NA,NA,NA,NA
526,François Grand'Eury,NA,NA,François,Grand'Eury,france,NA,NA,NA,NA,NA,NA
666,Philippe Kourilsky,NA,NA,Philippe,Kourilsky,france,NA,NA,NA,NA,NA,NA
401,Jules Drach,NA,NA,Jules,Drach,france,NA,NA,NA,NA,NA,NA
349,Jules Debray,NA,NA,Jules,Debray,france,NA,NA,NA,NA,NA,NA
330,Antoine Danchin,NA,NA,Antoine,Danchin,france,NA,NA,NA,NA,NA,NA
32,Philippe Ascher,NA,NA,Philippe,Ascher,france,NA,NA,NA,NA,NA,NA
232,Henri Cartan,NA,NA,Henri,Cartan,france,NA,NA,NA,NA,NA,NA
484,Charles Friedel,NA,NA,Charles,Friedel,france,NA,NA,NA,NA,NA,NA
938,Jacob Palis,NA,NA,Jacob,Palis,france,NA,NA,NA,NA,NA,NA
228,Adolphe Carnot,NA,NA,Adolphe,Carnot,france,NA,NA,NA,NA,NA,NA
399,Joseph Douvillé,NA,NA,Joseph,Douvillé,france,NA,NA,NA,NA,NA,NA
1079,François Roulin,NA,NA,François,Roulin,france,NA,NA,NA,NA,NA,NA
1173,Marc Tiffeneau,NA,NA,Marc,Tiffeneau,france,NA,NA,NA,NA,NA,NA
166,Eugène Bouvier,NA,NA,Eugène,Bouvier,france,NA,NA,NA,NA,NA,NA
302,Marquis Condorcet,NA,NA,Marquis,Condorcet,france,NA,NA,NA,NA,NA,NA
1167,Louis Thénard,NA,NA,Louis,Thénard,france,NA,NA,NA,NA,NA,NA
818,Eustachio Manfredi,NA,NA,Eustachio,Manfredi,france,NA,NA,NA,NA,NA,NA
