Names from Northumberland and Durham, 1530-1830.
Created by Douglas Galbi
For source and data description, see
http://www.galbithink.org/names/engb1800.htm

"rn","placeid","year","gname-r","gname","sex"
1,"WLW",1558,"Richard","Richard",2
1,"WLW",1558,"Janett","Jane",1
2,"WLW",1558,"Thomas","Thomas",2
2,"WLW",1558,"Joanna","Joan",1
3,"WLW",1558,"Xpofer","Christop",2
3,"WLW",1558,"Elizabeth","Elizabet",1
4,"WLW",1558,"Edward","Edward",2
4,"WLW",1558,"Agnes","Agnes",1
5,"WLW",1559,"Lancelot","Lancelot",2
5,"WLW",1559,"Elizabeth","Elizabet",1
6,"WLW",1559,"John","John",2
6,"WLW",1559,"Jenett","Jane",1
7,"WLW",1559,"John","John",2
7,"WLW",1559,"Janett","Jane",1
8,"WLW",1560,"Thomas","Thomas",2
8,"WLW",1560,"Jenett","Jane",1
9,"WLW",1560,"Anthony","Anthony",2
9,"WLW",1560,"Agnes","Agnes",1
10,"WLW",1560,"Thomas","Thomas",2
10,"WLW",1560,"Margaret","Margaret",1
11,"WLW",1562,"Thomas","Thomas",2
11,"WLW",1562,"Margaret","Margaret",1
12,"WLW",1563,"William","William",2
12,"WLW",1563,"Margaret","Margaret",1
13,"WLW",1563,"John","John",2
13,"WLW",1563,"Janett","Jane",1
14,"WLW",1567,"John","John",2
14,"WLW",1567,"Elizabeth","Elizabet",1
15,"WLW",1567,"Nicholas","Nicholas",2
15,"WLW",1567,"Elizabeth","Elizabet",1
16,"WLW",1567,"Richard","Richard",2
16,"WLW",1567,"Isabell","Isabella",1
17,"WLW",1568,"William","William",2
17,"WLW",1568,"Margaret","Margaret",1
18,"WLW",1568,"Anthony","Anthony",2
18,"WLW",1568,"Margaret","Margaret",1
19,"WLW",1575,"John","John",2
19,"WLW",1575,"Janett","Jane",1
20,"WLW",1576,"Gilbert","Gilbert",2
20,"WLW",1576,"Janett","Jane",1
21,"WLW",1576,"John","John",2
21,"WLW",1576,"Susanna","Susan",1
22,"WLW",1577,"John","John",2
22,"WLW",1577,"Janett","Jane",1
23,"WLW",1577,"Robert","Robert",2
23,"WLW",1577,"Margaret","Margaret",1
24,"WLW",1577,"Thomas","Thomas",2
24,"WLW",1577,"Jane","Jane",1
25,"WLW",1577,"Robert","Robert",2
25,"WLW",1577,"Margaret","Margaret",1
26,"WLW",1577,"Rolande","Rolande",2
26,"WLW",1577,"Katherine","Catherin",1
27,"WLW",1578,"John","John",2
27,"WLW",1578,"Isabell","Isabella",1
28,"WLW",1578,"John","John",2
28,"WLW",1578,"Eliner","Ellen",1
29,"WLW",1578,"Richard","Richard",2
29,"WLW",1578,"Isabell","Isabella",1
30,"WLW",1579,"Robert","Robert",2
30,"WLW",1579,"Elizabeth","Elizabet",1
31,"WLW",1579,"Xpofer","Christop",2
31,"WLW",1579,"Margaret","Margaret",1
32,"WLW",1580,"Roger","Roger",2
32,"WLW",1580,"Janett","Jane",1
33,"WLW",1580,"Bryan","Brian",2
33,"WLW",1580,"Janett","Jane",1
34,"WLW",1580,"John","John",2
34,"WLW",1580,"Margery","Margaret",1
35,"WLW",1580,"Bryan","Brian",2
35,"WLW",1580,"Marye","Mary",1
36,"WLW",1581,"Myles","Miles",2
36,"WLW",1581,"Janet","Jane",1
37,"WLW",1581,"John","John",2
37,"WLW",1581,"Margery","Margaret",1
38,"WLW",1581,"George","George",2
38,"WLW",1581,"Margaret","Margaret",1
39,"WLW",1582,"Anthony","Anthony",2
39,"WLW",1582,"Agnes","Agnes",1
40,"WLW",1582,"William","William",2
40,"WLW",1582,"Agnes","Agnes",1
41,"WLW",1583,"John","John",2
41,"WLW",1583,"Margaret","Margaret",1
42,"WLW",1583,"Henry","Henry",2
42,"WLW",1583,"Elizabeth","Elizabet",1
43,"WLW",1583,"John","John",2
43,"WLW",1583,"Margaret","Margaret",1
44,"WLW",1584,"William","William",2
44,"WLW",1584,"Agnes","Agnes",1
45,"WLW",1584,"William","William",2
45,"WLW",1584,"Margaret","Margaret",1
46,"WLW",1584,"Richard","Richard",2
46,"WLW",1584,"Alice","Alice",1
47,"WLW",1584,"Mychaell","Michael",2
47,"WLW",1584,"Elizabeth","Elizabet",1
48,"WLW",1585,"Bryan","Brian",2
48,"WLW",1585,"Agnes","Agnes",1
49,"WLW",1585,"John","John",2
49,"WLW",1585,"Margaret","Margaret",1
50,"WLW",1585,"Edmunde","Edmond",2
50,"WLW",1585,"Johan","Joan",1
51,"WLW",1585,"Xpofer","Christop",2
51,"WLW",1585,"Jenatt","Jenatt",1
52,"WLW",1585,"Oswoulde","Oswoulde",2
52,"WLW",1585,"Isabell","Isabella",1
53,"WLW",1585,"John","John",2
53,"WLW",1585,"Margaret","Margaret",1
54,"WLW",1585,"John","John",2
54,"WLW",1585,"Agnes","Agnes",1
55,"WLW",1586,"Hew","Hugh",2
55,"WLW",1586,"Annes","Ann",1
56,"WLW",1586,"Robert","Robert",2
56,"WLW",1586,"Annas","Ann",1
57,"WLW",1586,"Thomas","Thomas",2
57,"WLW",1586,"Margaret","Margaret",1
58,"WLW",1586,"William","William",2
58,"WLW",1586,"Elizabeth","Elizabet",1
59,"WLW",1587,"John","John",2
59,"WLW",1587,"Meryall","Mary",1
60,"WLW",1587,"William","William",2
60,"WLW",1587,"Jane","Jane",1
61,"WLW",1587,"William","William",2
61,"WLW",1587,"Maryall","Maryall",1
62,"WLW",1588,"Francis","Francis",2
62,"WLW",1588,"Mabell","Mabel",1
63,"WLW",1588,"Thomas","Thomas",2
63,"WLW",1588,"Agnes","Agnes",1
64,"WLW",1588,"Hugh","Hugh",2
64,"WLW",1588,"Elizabeth","Elizabet",1
65,"WLW",1588,"Clement","Clement",2
65,"WLW",1588,"Elizabeth","Elizabet",1
66,"WLW",1589,"Henry","Henry",2
66,"WLW",1589,"Grace","Grace",1
67,"WLW",1589,"John","John",2
67,"WLW",1589,"Janett","Jane",1
68,"WLW",1589,"John","John",2
68,"WLW",1589,"Margaret","Margaret",1
69,"WLW",1590,"Cuthbert","Cuthbert",2
69,"WLW",1590,"Alizon","Alizon",1
70,"WLW",1590,"Raphe","Ralph",2
70,"WLW",1590,"Margaret","Margaret",1
71,"WLW",1590,"William","William",2
71,"WLW",1590,"Margaret","Margaret",1
72,"WLW",1590,"Thomas","Thomas",2
72,"WLW",1590,"Agnes","Agnes",1
73,"WLW",1590,"William","William",2
73,"WLW",1590,"Elinor","Ellen",1
74,"WLW",1591,"William","William",2
74,"WLW",1591,"Elizabeth","Elizabet",1
75,"WLW",1591,"Raphe","Ralph",2
75,"WLW",1591,"Agnes","Agnes",1
76,"WLW",1591,"John","John",2
76,"WLW",1591,"Margaret","Margaret",1
77,"WLW",1591,"John","John",2
77,"WLW",1591,"Jane","Jane",1
78,"WLW",1592,"Robert","Robert",2
78,"WLW",1592,"Agnes","Agnes",1
79,"WLW",1592,"William","William",2
79,"WLW",1592,"Allison","Alice",1
80,"WLW",1592,"Robert","Robert",2
80,"WLW",1592,"Margery","Margaret",1
81,"WLW",1592,"Francis","Francis",2
81,"WLW",1592,"Jane","Jane",1
82,"WLW",1592,"Samuell","Samuel",2
82,"WLW",1592,"Jane","Jane",1
83,"WLW",1593,"George","George",2
83,"WLW",1593,"Elizabeth","Elizabet",1
84,"WLW",1593,"William","William",2
84,"WLW",1593,"Elianor","Ellen",1
85,"WLW",1593,"Nicholas","Nicholas",2
85,"WLW",1593,"Adylyne","Adylyne",1
86,"WLW",1593,"Robert","Robert",2
86,"WLW",1593,"Elizabeth","Elizabet",1
87,"WLW",1594,"Raphe","Ralph",2
87,"WLW",1594,"Elizabeth","Elizabet",1
88,"WLW",1594,"Cuthbert","Cuthbert",2
88,"WLW",1594,"Katherine","Catherin",1
89,"WLW",1594,"Robert","Robert",2
89,"WLW",1594,"Elizabeth","Elizabet",1
90,"WLW",1595,"Robert","Robert",2
90,"WLW",1595,"Alizon","Alizon",1
91,"WLW",1595,"John","John",2
91,"WLW",1595,"Saray","Sarah",1
92,"WLW",1595,"Robert","Robert",2
92,"WLW",1595,"Emath","Emath",1
93,"WLW",1595,"Michall","Michael",2
93,"WLW",1595,"Jane","Jane",1
94,"WLW",1595,"William","William",2
94,"WLW",1595,"Margaret","Margaret",1
95,"WLW",1595,"John","John",2
95,"WLW",1595,"Elizabeth","Elizabet",1
96,"WLW",1596,"William","William",2
96,"WLW",1596,"Elizabeth","Elizabet",1
97,"WLW",1596,"Lancelot","Lancelot",2
97,"WLW",1596,"Isabell","Isabella",1
98,"WLW",1596,"Thomas","Thomas",2
98,"WLW",1596,"Janett","Jane",1
99,"WLW",1596,"John","John",2
99,"WLW",1596,"Alice","Alice",1
100,"WLW",1597,"John","John",2
100,"WLW",1597,"Jane","Jane",1
101,"WLW",1598,"George","George",2
101,"WLW",1598,"Margaret","Margaret",1
102,"WLW",1598,"Anthony","Anthony",2
102,"WLW",1598,"Isabell","Isabella",1
103,"WLW",1598,"George","George",2
103,"WLW",1598,"Marye","Mary",1
104,"WLW",1598,"Anthony","Anthony",2
104,"WLW",1598,"Agnes","Agnes",1
105,"WLW",1598,"Lionell","Lionel",2
105,"WLW",1598,"Elizabeth","Elizabet",1
106,"WLW",1598,"John","John",2
106,"WLW",1598,"Ekin","Ekin",1
107,"WLW",1598,"Clement","Clement",2
107,"WLW",1598,"Elizabeth","Elizabet",1
108,"WLW",1598,"John","John",2
108,"WLW",1598,"Addilay","Addilay",1
109,"WLW",1598,"John","John",2
109,"WLW",1598,"Elianor","Ellen",1
110,"WLW",1598,"Anthony","Anthony",2
110,"WLW",1598,"Alice","Alice",1
111,"WLW",1599,"William","William",2
111,"WLW",1599,"Janatt","Janatt",1
112,"WLW",1599,"Thomas","Thomas",2
112,"WLW",1599,"Isabell","Isabella",1
113,"WLW",1599,"John","John",2
113,"WLW",1599,"Dorothy","Dorothy",1
114,"WLW",1601,"Henry","Henry",2
114,"WLW",1601,"Elizabeth","Elizabet",1
115,"WLW",1601,"John","John",2
115,"WLW",1601,"Janett","Jane",1
116,"WLW",1601,"Rolande","Rolande",2
116,"WLW",1601,"Charitye","Charitye",1
117,"WLW",1601,"William","William",2
117,"WLW",1601,"Ketheron","Ketheron",1
118,"WLW",1602,"Raphe","Ralph",2
118,"WLW",1602,"Margery","Margaret",1
119,"WLW",1602,"Christopher","Christop",2
119,"WLW",1602,"Margerye","Margaret",1
120,"WLW",1603,"Phillipe","Phillipe",2
120,"WLW",1603,"Ruthe","Ruthe",1
121,"WLW",1603,"William","William",2
121,"WLW",1603,"Agnes","Agnes",1
122,"WLW",1603,"Michaell","Michael",2
122,"WLW",1603,"Elizabeth","Elizabet",1
123,"WLW",1603,"Edwarde","Edward",2
123,"WLW",1603,"Dorothy","Dorothy",1
124,"WLW",1604,"Thomas","Thomas",2
124,"WLW",1604,"Elizabeth","Elizabet",1
125,"WLW",1604,"Robert","Robert",2
125,"WLW",1604,"Agnes","Agnes",1
126,"WLW",1604,"William","William",2
126,"WLW",1604,"Elyzabeth","Elizabet",1
127,"WLW",1604,"John","John",2
127,"WLW",1604,"Emett","Emett",1
128,"WLW",1604,"Matthew","Matthew",2
128,"WLW",1604,"Jane","Jane",1
129,"WLW",1604,"Walter","Walter",2
129,"WLW",1604,"Elizabeth","Elizabet",1
130,"WLW",1604,"Xpofer","Christop",2
130,"WLW",1604,"Ales","Alice",1
131,"WLW",1604,"Robert","Robert",2
131,"WLW",1604,"Elizabeth","Elizabet",1
132,"WLW",1604,"William","William",2
132,"WLW",1604,"Elizabeth","Elizabet",1
133,"WLW",1605,"Robert","Robert",2
133,"WLW",1605,"Jane","Jane",1
134,"WLW",1605,"Thomas","Thomas",2
134,"WLW",1605,"Margaret","Margaret",1
135,"WLW",1605,"Emericke","Emericke",2
135,"WLW",1605,"Annas","Ann",1
136,"WLW",1605,"Thomas","Thomas",2
136,"WLW",1605,"Anne","Ann",1
137,"WLW",1605,"Thomas","Thomas",2
137,"WLW",1605,"Jane","Jane",1
138,"WLW",1605,"George","George",2
138,"WLW",1605,"Isabell","Isabella",1
139,"WLW",1606,"Richard","Richard",2
139,"WLW",1606,"Elizabeth","Elizabet",1
140,"WLW",1606,"Robert","Robert",2
140,"WLW",1606,"Katherine","Catherin",1
141,"WLW",1606,"Matthew","Matthew",2
141,"WLW",1606,"Anne","Ann",1
142,"WLW",1606,"Simonde","Simonde",2
142,"WLW",1606,"Anne","Ann",1
143,"WLW",1607,"Nicholas","Nicholas",2
143,"WLW",1607,"Elizabeth","Elizabet",1
144,"WLW",1607,"Anthony","Anthony",2
144,"WLW",1607,"Jane","Jane",1
145,"WLW",1608,"Robert","Robert",2
145,"WLW",1608,"Margaret","Margaret",1
146,"WLW",1608,"William","William",2
146,"WLW",1608,"Grace","Grace",1
147,"WLW",1608,"William","William",2
147,"WLW",1608,"Margaret","Margaret",1
148,"WLW",1608,"Xpofer","Christop",2
148,"WLW",1608,"Meriall","Mary",1
149,"WLW",1608,"Bryan","Brian",2
149,"WLW",1608,"Margaret","Margaret",1
150,"WLW",1608,"Bryan","Brian",2
150,"WLW",1608,"Isabell","Isabella",1
151,"WLW",1609,"William","William",2
151,"WLW",1609,"Cecilia","Cecilia",1
152,"WLW",1609,"John","John",2
152,"WLW",1609,"Isabell","Isabella",1
153,"WLW",1609,"Cuthbert","Cuthbert",2
153,"WLW",1609,"Mercall","Mercall",1
154,"WLW",1609,"Francis","Francis",2
154,"WLW",1609,"Margaret","Margaret",1
155,"WLW",1609,"John","John",2
155,"WLW",1609,"Jane","Jane",1
156,"WLW",1610,"William","William",2
156,"WLW",1610,"Mary","Mary",1
157,"WLW",1610,"John","John",2
157,"WLW",1610,"Elizabeth","Elizabet",1
158,"WLW",1610,"Henry","Henry",2
158,"WLW",1610,"Elizabeth","Elizabet",1
159,"WLW",1610,"Xpofer","Christop",2
159,"WLW",1610,"Jane","Jane",1
160,"WLW",1610,"John","John",2
160,"WLW",1610,"Anne","Ann",1
161,"WLW",1610,"Roger","Roger",2
161,"WLW",1610,"Agnes","Agnes",1
162,"WLW",1611,"John","John",2
162,"WLW",1611,"Elizabeth","Elizabet",1
163,"WLW",1611,"Thomas","Thomas",2
163,"WLW",1611,"Margaret","Margaret",1
164,"WLW",1611,"John","John",2
164,"WLW",1611,"Katherine","Catherin",1
165,"WLW",1611,"Nicholas","Nicholas",2
165,"WLW",1611,"Jane","Jane",1
166,"WLW",1611,"William","William",2
166,"WLW",1611,"Elizabeth","Elizabet",1
167,"WLW",1611,"William","William",2
167,"WLW",1611,"Janet","Jane",1
168,"WLW",1612,"Thomas","Thomas",2
168,"WLW",1612,"Janet","Jane",1
169,"WLW",1612,"Henry","Henry",2
169,"WLW",1612,"Marye","Mary",1
170,"WLW",1612,"Anthony","Anthony",2
170,"WLW",1612,"Margaret","Margaret",1
171,"WLW",1612,"Robert","Robert",2
171,"WLW",1612,"Isabell","Isabella",1
172,"WLW",1612,"Robert","Robert",2
172,"WLW",1612,"Marye","Mary",1
173,"WLW",1613,"John","John",2
173,"WLW",1613,"Margaret","Margaret",1
174,"WLW",1613,"John","John",2
174,"WLW",1613,"Isabell","Isabella",1
175,"WLW",1613,"John","John",2
175,"WLW",1613,"Margery","Margaret",1
176,"WLW",1613,"John","John",2
176,"WLW",1613,"Katherine","Catherin",1
177,"WLW",1613,"Robert","Robert",2
177,"WLW",1613,"Jane","Jane",1
178,"WLW",1613,"Robert","Robert",2
178,"WLW",1613,"Joan","Joan",1
179,"WLW",1614,"Robert","Robert",2
179,"WLW",1614,"Grace","Grace",1
180,"WLW",1614,"Tunstall","Tunstall",2
180,"WLW",1614,"Jane","Jane",1
181,"WLW",1614,"Richard","Richard",2
181,"WLW",1614,"Mary","Mary",1
182,"WLW",1614,"David","David",2
182,"WLW",1614,"Frilome","Frilome",1
183,"WLW",1614,"Water","Walter",2
183,"WLW",1614,"Grace","Grace",1
184,"WLW",1614,"Robert","Robert",2
184,"WLW",1614,"Jane","Jane",1
185,"WLW",1614,"John","John",2
185,"WLW",1614,"Annas","Ann",1
186,"WLW",1614,"Raph","Ralph",2
186,"WLW",1614,"Anne","Ann",1
187,"WLW",1615,"Henry","Henry",2
187,"WLW",1615,"Elizabeth","Elizabet",1
188,"WLW",1615,"William","William",2
188,"WLW",1615,"Elizabeth","Elizabet",1
189,"WLW",1615,"Robert","Robert",2
189,"WLW",1615,"Katherine","Catherin",1
190,"WLW",1615,"William","William",2
190,"WLW",1615,"Marie","Mary",1
191,"WLW",1616,"John","John",2
191,"WLW",1616,"Margaret","Margaret",1
192,"WLW",1616,"Thomas","Thomas",2
192,"WLW",1616,"Margaret","Margaret",1
193,"WLW",1616,"Bryan","Brian",2
193,"WLW",1616,"Agnes","Agnes",1
194,"WLW",1617,"William","William",2
194,"WLW",1617,"Isabell","Isabella",1
195,"WLW",1617,"John","John",2
195,"WLW",1617,"Allizen","Allizen",1
196,"WLW",1617,"Xpofer","Christop",2
196,"WLW",1617,"Margaret","Margaret",1
197,"WLW",1618,"Thomas","Thomas",2
197,"WLW",1618,"Margaret","Margaret",1
198,"WLW",1618,"John","John",2
198,"WLW",1618,"Marye","Mary",1
199,"WLW",1618,"William","William",2
199,"WLW",1618,"Marye","Mary",1
200,"WLW",1619,"William","William",2
200,"WLW",1619,"Anne","Ann",1
201,"WLW",1619,"George","George",2
201,"WLW",1619,"Anne","Ann",1
202,"WLW",1619,"James","James",2
202,"WLW",1619,"Marye","Mary",1
203,"WLW",1619,"John","John",2
203,"WLW",1619,"Jane","Jane",1
204,"WLW",1619,"Robert","Robert",2
204,"WLW",1619,"Marthay","Marthay",1
205,"WLW",1620,"Christopher","Christop",2
205,"WLW",1620,"Ann","Ann",1
206,"WLW",1620,"Hugh","Hugh",2
206,"WLW",1620,"Elizabeth","Elizabet",1
207,"WLW",1620,"Cuthbert","Cuthbert",2
207,"WLW",1620,"Elizabeth","Elizabet",1
208,"WLW",1620,"Robett","Robett",2
208,"WLW",1620,"Grace","Grace",1
209,"WLW",1620,"Lamoriche","Lamorich",2
209,"WLW",1620,"Elizabeth","Elizabet",1
210,"WLW",1620,"Henrye","Henry",2
210,"WLW",1620,"Jane","Jane",1
211,"WLW",1621,"Thomas","Thomas",2
211,"WLW",1621,"Mary","Mary",1
212,"WLW",1621,"Willyam","William",2
212,"WLW",1621,"Marye","Mary",1
213,"WLW",1621,"John","John",2
213,"WLW",1621,"Ann","Ann",1
214,"WLW",1621,"Raphe","Ralph",2
214,"WLW",1621,"Ann","Ann",1
215,"WLW",1621,"John","John",2
215,"WLW",1621,"An","Ann",1
216,"WLW",1621,"William","William",2
216,"WLW",1621,"Elizabeth","Elizabet",1
217,"WLW",1621,"Richard","Richard",2
217,"WLW",1621,"Ann","Ann",1
218,"WLW",1621,"William","William",2
218,"WLW",1621,"Grace","Grace",1
219,"WLW",1621,"Christopher","Christop",2
219,"WLW",1621,"Dorothy","Dorothy",1
220,"WLW",1622,"Anthony","Anthony",2
220,"WLW",1622,"Brigget","Brigget",1
221,"WLW",1622,"John","John",2
221,"WLW",1622,"Elliner","Ellen",1
222,"WLW",1622,"Thomas","Thomas",2
222,"WLW",1622,"An","Ann",1
223,"WLW",1624,"Henrie","Henry",2
223,"WLW",1624,"Elizabeth","Elizabet",1
224,"WLW",1625,"Thomas","Thomas",2
224,"WLW",1625,"Jane","Jane",1
225,"WLW",1625,"Anthony","Anthony",2
225,"WLW",1625,"Margaret","Margaret",1
226,"WLW",1625,"Robert","Robert",2
226,"WLW",1625,"Eliza","Elizabet",1
227,"WLW",1625,"Richard","Richard",2
227,"WLW",1625,"Isabell","Isabella",1
228,"WLW",1625,"Richard","Richard",2
228,"WLW",1625,"Isabell","Isabella",1
229,"WLW",1626,"George","George",2
229,"WLW",1626,"Jennet","Jane",1
230,"WLW",1626,"Cuthbert","Cuthbert",2
230,"WLW",1626,"An","Ann",1
231,"WLW",1626,"Thomas","Thomas",2
231,"WLW",1626,"Mary","Mary",1
232,"WLW",1626,"Robert","Robert",2
232,"WLW",1626,"Isabel","Isabella",1
233,"WLW",1626,"James","James",2
233,"WLW",1626,"An","Ann",1
234,"WLW",1627,"Henry","Henry",2
234,"WLW",1627,"Ann","Ann",1
235,"WLW",1627,"Henry","Henry",2
235,"WLW",1627,"An","Ann",1
236,"WLW",1627,"William","William",2
236,"WLW",1627,"Charite","Charite",1
237,"WLW",1628,"Thomas","Thomas",2
237,"WLW",1628,"Merioll","Merioll",1
238,"WLW",1628,"Christopher","Christop",2
238,"WLW",1628,"Jane","Jane",1
239,"WLW",1628,"Thomas","Thomas",2
239,"WLW",1628,"Jane","Jane",1
240,"WLW",1629,"John","John",2
240,"WLW",1629,"Margery","Margaret",1
241,"WLW",1629,"Thomas","Thomas",2
241,"WLW",1629,"Margery","Margaret",1
242,"WLW",1629,"Charles","Charles",2
242,"WLW",1629,"Charitee","Charitee",1
243,"WLW",1629,"Hugh","Hugh",2
243,"WLW",1629,"Margaret","Margaret",1
244,"WLW",1629,"James","James",2
244,"WLW",1629,"Jane","Jane",1
245,"WLW",1629,"John","John",2
245,"WLW",1629,"Katherine","Catherin",1
246,"WLW",1629,"John","John",2
246,"WLW",1629,"Jane","Jane",1
247,"WLW",1629,"Robert","Robert",2
247,"WLW",1629,"Katherine","Catherin",1
248,"WLW",1630,"Thomas","Thomas",2
248,"WLW",1630,"Mary","Mary",1
249,"WLW",1630,"Christopher","Christop",2
249,"WLW",1630,"Elliner","Ellen",1
250,"WLW",1630,"Edward","Edward",2
250,"WLW",1630,"Elizabeth","Elizabet",1
251,"WLW",1630,"William","William",2
251,"WLW",1630,"Margaret","Margaret",1
252,"WLW",1630,"William","William",2
252,"WLW",1630,"Barbara","Barbara",1
253,"WLW",1631,"Edward","Edward",2
253,"WLW",1631,"Isabell","Isabella",1
254,"WLW",1631,"Rowland","Roland",2
254,"WLW",1631,"Elizabeth","Elizabet",1
255,"WLW",1631,"Christopher","Christop",2
255,"WLW",1631,"Margaret","Margaret",1
256,"WLW",1631,"Thomas","Thomas",2
256,"WLW",1631,"An","Ann",1
257,"WLW",1631,"William","William",2
257,"WLW",1631,"Margret","Margaret",1
258,"WLW",1632,"Georg","George",2
258,"WLW",1632,"Elizabeth","Elizabet",1
259,"WLW",1632,"William","William",2
259,"WLW",1632,"Mary","Mary",1
260,"WLW",1634,"John","John",2
260,"WLW",1634,"Margret","Margaret",1
261,"WLW",1634,"Francis","Francis",2
261,"WLW",1634,"Margret","Margaret",1
262,"WLW",1634,"Francis","Francis",2
262,"WLW",1634,"Adinell","Ada",1
263,"WLW",1635,"Christopher","Christop",2
263,"WLW",1635,"Jane","Jane",1
264,"WLW",1635,"Francis","Francis",2
264,"WLW",1635,"Margerie","Margaret",1
265,"WLW",1635,"William","William",2
265,"WLW",1635,"An","Ann",1
266,"WLW",1636,"Christopher","Christop",2
266,"WLW",1636,"Merioll","Merioll",1
267,"WLW",1636,"John","John",2
267,"WLW",1636,"Mary","Mary",1
268,"WLW",1636,"Robert","Robert",2
268,"WLW",1636,"An","Ann",1
269,"WLW",1636,"Anthony","Anthony",2
269,"WLW",1636,"Elliner","Ellen",1
270,"WLW",1637,"Georg","George",2
270,"WLW",1637,"Jennet","Jane",1
271,"WLW",1637,"Raiph","Ralph",2
271,"WLW",1637,"Eliza","Elizabet",1
272,"WLW",1637,"Cuthbert","Cuthbert",2
272,"WLW",1637,"Alice","Alice",1
273,"WLW",1638,"Anthony","Anthony",2
273,"WLW",1638,"Ellina","Ellen",1
274,"WLW",1638,"Thomas","Thomas",2
274,"WLW",1638,"Jane","Jane",1
275,"WLW",1639,"John","John",2
275,"WLW",1639,"Allison","Alice",1
276,"WLW",1639,"Thomas","Thomas",2
276,"WLW",1639,"Margret","Margaret",1
277,"WLW",1639,"Christopher","Christop",2
277,"WLW",1639,"Anne","Ann",1
278,"WLW",1639,"Robert","Robert",2
278,"WLW",1639,"Margret","Margaret",1
279,"WLW",1639,"Thomas","Thomas",2
279,"WLW",1639,"Elizabeth","Elizabet",1
280,"WLW",1639,"John","John",2
280,"WLW",1639,"Margaret","Margaret",1
281,"WLW",1640,"John","John",2
281,"WLW",1640,"Margaret","Margaret",1
282,"WLW",1640,"Christopher","Christop",2
282,"WLW",1640,"Elizabeth","Elizabet",1
283,"WLW",1640,"Raiph","Ralph",2
283,"WLW",1640,"Jane","Jane",1
284,"WLW",1641,"Charles","Charles",2
284,"WLW",1641,"Margaret","Margaret",1
285,"WLW",1641,"Christopher","Christop",2
285,"WLW",1641,"Margaret","Margaret",1
286,"WLW",1641,"William","William",2
286,"WLW",1641,"Dorothy","Dorothy",1
287,"WLW",1642,"Michaell","Michael",2
287,"WLW",1642,"Elizabeth","Elizabet",1
288,"WLW",1642,"William","William",2
288,"WLW",1642,"Mary","Mary",1
289,"WLW",1642,"Raiph","Ralph",2
289,"WLW",1642,"Margaret","Margaret",1
290,"WLW",1642,"Thomas","Thomas",2
290,"WLW",1642,"Jane","Jane",1
291,"WLW",1643,"Jonn","John",2
291,"WLW",1643,"Izabell","Isabella",1
292,"WLW",1644,"Thomas","Thomas",2
292,"WLW",1644,"Margaret","Margaret",1
293,"WLW",1644,"Robert","Robert",2
293,"WLW",1644,"Jennet","Jane",1
294,"WLW",1644,"John","John",2
294,"WLW",1644,"Isabell","Isabella",1
295,"WLW",1645,"Thomas","Thomas",2
295,"WLW",1645,"Mary","Mary",1
296,"WLW",1645,"William","William",2
296,"WLW",1645,"Margery","Margaret",1
297,"WLW",1645,"Thomas","Thomas",2
297,"WLW",1645,"Jane","Jane",1
298,"WLW",1645,"Thomas","Thomas",2
298,"WLW",1645,"Jane","Jane",1
299,"WLW",1645,"Richard","Richard",2
299,"WLW",1645,"Jennet","Jane",1
300,"WLW",1646,"John","John",2
300,"WLW",1646,"Jane","Jane",1
301,"WLW",1646,"Robert","Robert",2
301,"WLW",1646,"An","Ann",1
302,"WLW",1646,"Francis","Francis",2
302,"WLW",1646,"Mary","Mary",1
303,"WLW",1646,"John","John",2
303,"WLW",1646,"Jennet","Jane",1
304,"WLW",1648,"Thomas","Thomas",2
304,"WLW",1648,"Jane","Jane",1
305,"WLW",1649,"Robert","Robert",2
305,"WLW",1649,"Ellin","Ellen",1
306,"WLW",1649,"Christopher","Christop",2
306,"WLW",1649,"Elizabeth","Elizabet",1
307,"WLW",1649,"William","William",2
307,"WLW",1649,"Katherine","Catherin",1
308,"WLW",1650,"Lancelot","Lancelot",2
308,"WLW",1650,"An","Ann",1
309,"WLW",1650,"George","George",2
309,"WLW",1650,"Mary","Mary",1
310,"WLW",1650,"John","John",2
310,"WLW",1650,"An","Ann",1
311,"WLW",1650,"Robert","Robert",2
311,"WLW",1650,"Jane","Jane",1
312,"WLW",1650,"Thomas","Thomas",2
312,"WLW",1650,"Jane","Jane",1
313,"WLW",1651,"Nicholas","Nicholas",2
313,"WLW",1651,"An","Ann",1
314,"WLW",1651,"Phillip","Philip",2
314,"WLW",1651,"Margaret","Margaret",1
315,"WLW",1651,"Lancelot","Lancelot",2
315,"WLW",1651,"Mary","Mary",1
316,"WLW",1652,"George","George",2
316,"WLW",1652,"Elizabeth","Elizabet",1
317,"WLW",1652,"Richard","Richard",2
317,"WLW",1652,"Jennet","Jane",1
318,"WLW",1652,"John","John",2
318,"WLW",1652,"An","Ann",1
319,"WLW",1653,"Metcalfe","Metcalfe",2
319,"WLW",1653,"Margaret","Margaret",1
320,"WLW",1653,"John","John",2
320,"WLW",1653,"Elizabeth","Elizabet",1
321,"WLW",1653,"Richard","Richard",2
321,"WLW",1653,"Grace","Grace",1
322,"WLW",1653,"Toby","Toby",2
322,"WLW",1653,"Margaret","Margaret",1
323,"WLW",1653,"Richard","Richard",2
323,"WLW",1653,"Margery","Margaret",1
324,"WLW",1654,"James","James",2
