Names from Northumberland and Durham, 1530-1830.
Created by Douglas Galbi
For source and data description, see
http://www.galbithink.org/names/engb1800.htm

"rn","placeid","year","gname-r","gname","sex"
19210,"HEI",1695,"Abraham","Abraham",2
19210,"HEI",1695,"Ann","Ann",1
19211,"HEI",1695,"Christopher","Christop",2
19211,"HEI",1695,"Susannah","Susan",1
19212,"HEI",1695,"William","William",2
19212,"HEI",1695,"Jane","Jane",1
19213,"HEI",1695,"Marmaduke","Marmaduk",2
19213,"HEI",1695,"Elizabeth","Elizabet",1
19214,"HEI",1695,"George","George",2
19214,"HEI",1695,"Margret","Margaret",1
19215,"HEI",1696,"John","John",2
19215,"HEI",1696,"Phillis","Phyllis",1
19216,"HEI",1696,"William","William",2
19216,"HEI",1696,"[his","[his",1
19217,"HEI",1696,"Francis","Francis",2
19217,"HEI",1696,"Mary","Mary",1
19218,"HEI",1696,"Richard","Richard",2
19218,"HEI",1696,"Alice","Alice",1
19219,"HEI",1697,"Henry","Henry",2
19219,"HEI",1697,"Elizabeth","Elizabet",1
19220,"HEI",1697,"William","William",2
19220,"HEI",1697,"Jane","Jane",1
19221,"HEI",1697,"William","William",2
19221,"HEI",1697,"Jane","Jane",1
19222,"HEI",1697,"George","George",2
19222,"HEI",1697,"Ell","Ell",1
19223,"HEI",1697,"John","John",2
19223,"HEI",1697,"Joanna","Joan",1
19224,"HEI",1697,"William","William",2
19224,"HEI",1697,"Jane","Jane",1
19225,"HEI",1697,"Andrew","Andrew",2
19225,"HEI",1697,"Frances","Frances",1
19226,"HEI",1697,"James","James",2
19226,"HEI",1697,"Elizabeth","Elizabet",1
19227,"HEI",1698,"John","John",2
19227,"HEI",1698,"Margret","Margaret",1
19228,"HEI",1698,"John","John",2
19228,"HEI",1698,"Jane","Jane",1
19229,"HEI",1698,"William","William",2
19229,"HEI",1698,"Dorothy","Dorothy",1
19230,"HEI",1699,"Robert","Robert",2
19230,"HEI",1699,"Mary","Mary",1
19231,"HEI",1699,"Richard","Richard",2
19231,"HEI",1699,"Elizabeth","Elizabet",1
19232,"HEI",1700,"John","John",2
19232,"HEI",1700,"Margret","Margaret",1
19233,"HEI",1700,"George","George",2
19233,"HEI",1700,"Mary","Mary",1
19234,"HEI",1700,"George","George",2
19234,"HEI",1700,"Elizabeth","Elizabet",1
19235,"HEI",1700,"John","John",2
19235,"HEI",1700,"Ann","Ann",1
19236,"HEI",1700,"John","John",2
19236,"HEI",1700,"Magery","Magery",1
19237,"HEI",1700,"William","William",2
19237,"HEI",1700,"Frances","Frances",1
19238,"HEI",1700,"John","John",2
19238,"HEI",1700,"Mary","Mary",1
19239,"HEI",1701,"William","William",2
19239,"HEI",1701,"Adah","Ada",1
19240,"HEI",1701,"Francis","Francis",2
19240,"HEI",1701,"Anne","Ann",1
19241,"HEI",1701,"William","William",2
19241,"HEI",1701,"Anne","Ann",1
19242,"HEI",1701,"Thomas","Thomas",2
19242,"HEI",1701,"Jane","Jane",1
19243,"HEI",1701,"Christopher","Christop",2
19243,"HEI",1701,"Anne","Ann",1
19244,"HEI",1701,"John","John",2
19244,"HEI",1701,"Mary","Mary",1
19245,"HEI",1702,"Richard","Richard",2
19245,"HEI",1702,"Frances","Frances",1
19246,"HEI",1702,"Anthony","Anthony",2
19246,"HEI",1702,"Ane","Ann",1
19247,"HEI",1702,"Robert","Robert",2
19247,"HEI",1702,"Margret","Margaret",1
19248,"HEI",1702,"Thomas","Thomas",2
19248,"HEI",1702,"Isabell","Isabella",1
19249,"HEI",1702,"George","George",2
19249,"HEI",1702,"Elizabeth","Elizabet",1
19250,"HEI",1702,"John","John",2
19250,"HEI",1702,"Ellin","Ellen",1
19251,"HEI",1703,"Richard","Richard",2
19251,"HEI",1703,"Anne","Ann",1
19252,"HEI",1703,"Robert","Robert",2
19252,"HEI",1703,"Jane","Jane",1
19253,"HEI",1703,"Anthony","Anthony",2
19253,"HEI",1703,"Recca","Recca",1
19254,"HEI",1703,"John","John",2
19254,"HEI",1703,"Jane","Jane",1
19255,"HEI",1703,"Michael","Michael",2
19255,"HEI",1703,"Elizabeth","Elizabet",1
19256,"HEI",1703,"Robert","Robert",2
19256,"HEI",1703,"Jane","Jane",1
19257,"HEI",1704,"Thomas","Thomas",2
19257,"HEI",1704,"Elizabeth","Elizabet",1
19258,"HEI",1704,"Thomas","Thomas",2
19258,"HEI",1704,"Anne","Ann",1
19259,"HEI",1704,"Ralph","Ralph",2
19259,"HEI",1704,"Anne","Ann",1
19260,"HEI",1704,"William","William",2
19260,"HEI",1704,"Elizabeth","Elizabet",1
19261,"HEI",1704,"William","William",2
19261,"HEI",1704,"Jane","Jane",1
19262,"HEI",1705,"William","William",2
19262,"HEI",1705,"Margret","Margaret",1
19263,"HEI",1705,"John","John",2
19263,"HEI",1705,"Anne","Ann",1
19264,"HEI",1705,"Richard","Richard",2
19264,"HEI",1705,"Jane","Jane",1
19265,"HEI",1705,"John","John",2
19265,"HEI",1705,"Sarah","Sarah",1
19266,"HEI",1706,"Richard","Richard",2
19266,"HEI",1706,"Anne","Ann",1
19267,"HEI",1706,"Thomas","Thomas",2
19267,"HEI",1706,"Margret","Margaret",1
19268,"HEI",1706,"Thomas","Thomas",2
19268,"HEI",1706,"Margret","Margaret",1
19269,"HEI",1706,"James","James",2
19269,"HEI",1706,"Elizabeth","Elizabet",1
19270,"HEI",1707,"William","William",2
19270,"HEI",1707,"Anne","Ann",1
19271,"HEI",1707,"John","John",2
19271,"HEI",1707,"Mabel","Mabel",1
19272,"HEI",1708,"Richard","Richard",2
19272,"HEI",1708,"Mary","Mary",1
19273,"HEI",1708,"Thomas","Thomas",2
19273,"HEI",1708,"Tomison","Thomasin",1
19274,"HEI",1708,"Henry","Henry",2
19274,"HEI",1708,"Elizabeth","Elizabet",1
19275,"HEI",1708,"John","John",2
19275,"HEI",1708,"Anne","Ann",1
19276,"HEI",1708,"George","George",2
19276,"HEI",1708,"Margret","Margaret",1
19277,"HEI",1710,"Thomas","Thomas",2
19277,"HEI",1710,"Mary","Mary",1
19278,"HEI",1710,"Ralph","Ralph",2
19278,"HEI",1710,"Anne","Ann",1
19279,"HEI",1710,"Edward","Edward",2
19279,"HEI",1710,"Margret","Margaret",1
19280,"HEI",1710,"Richard","Richard",2
19280,"HEI",1710,"Anne","Ann",1
19281,"HEI",1710,"Robert","Robert",2
19281,"HEI",1710,"Jane","Jane",1
19282,"HEI",1710,"Henry","Henry",2
19282,"HEI",1710,"Alice","Alice",1
19283,"HEI",1710,"John","John",2
19283,"HEI",1710,"Mary","Mary",1
19284,"HEI",1710,"John","John",2
19284,"HEI",1710,"Margery","Margaret",1
19285,"HEI",1711,"William","William",2
19285,"HEI",1711,"Anne","Ann",1
19286,"HEI",1711,"Robert","Robert",2
19286,"HEI",1711,"Elizabeth","Elizabet",1
19287,"HEI",1711,"William","William",2
19287,"HEI",1711,"Mary","Mary",1
19288,"HEI",1711,"George","George",2
19288,"HEI",1711,"Elizabeth","Elizabet",1
19289,"HEI",1711,"John","John",2
19289,"HEI",1711,"Anne","Ann",1
19290,"HEI",1711,"Thomas","Thomas",2
19290,"HEI",1711,"Ellin","Ellen",1
19291,"HEI",1711,"Peter","Peter",2
19291,"HEI",1711,"Mary","Mary",1
19292,"HEI",1712,"William","William",2
19292,"HEI",1712,"Anne","Ann",1
19293,"HEI",1712,"Charles","Charles",2
19293,"HEI",1712,"Catherine","Catherin",1
19294,"HEI",1712,"Thomas","Thomas",2
19294,"HEI",1712,"Troth","Troth",1
19295,"HEI",1712,"William","William",2
19295,"HEI",1712,"Isabell","Isabella",1
19296,"HEI",1712,"Robert","Robert",2
19296,"HEI",1712,"Anne","Ann",1
19297,"HEI",1713,"Thomas","Thomas",2
19297,"HEI",1713,"Margret","Margaret",1
19298,"HEI",1713,"John","John",2
19298,"HEI",1713,"Hanna","Hannah",1
19299,"HEI",1713,"John","John",2
19299,"HEI",1713,"Frances","Frances",1
19300,"HEI",1713,"John","John",2
19300,"HEI",1713,"Margret","Margaret",1
19301,"HEI",1713,"George","George",2
19301,"HEI",1713,"Mary","Mary",1
19302,"HEI",1713,"John","John",2
19302,"HEI",1713,"Margret","Margaret",1
19303,"HEI",1713,"Ephraim","Ephraim",2
19303,"HEI",1713,"Anne","Ann",1
19304,"HEI",1713,"William","William",2
19304,"HEI",1713,"Anne","Ann",1
19305,"HEI",1713,"Thomas","Thomas",2
19305,"HEI",1713,"Anne","Ann",1
19306,"HEI",1713,"Michael","Michael",2
19306,"HEI",1713,"Catherine","Catherin",1
19307,"HEI",1714,"William","William",2
19307,"HEI",1714,"Margret","Margaret",1
19308,"HEI",1714,"Richard","Richard",2
19308,"HEI",1714,"Jane","Jane",1
19309,"HEI",1714,"Lancelot","Lancelot",2
19309,"HEI",1714,"Jane","Jane",1
19310,"HEI",1714,"Robert","Robert",2
19310,"HEI",1714,"Margret","Margaret",1
19311,"HEI",1714,"George","George",2
19311,"HEI",1714,"Elizabeth","Elizabet",1
19312,"HEI",1714,"James","James",2
19312,"HEI",1714,"Elizabeth","Elizabet",1
19313,"HEI",1714,"John","John",2
19313,"HEI",1714,"Anne","Ann",1
19314,"HEI",1714,"Anthony","Anthony",2
19314,"HEI",1714,"Rebecca","Rebecca",1
19315,"HEI",1714,"Edward","Edward",2
19315,"HEI",1714,"Rachell","Rachel",1
19316,"HEI",1714,"William","William",2
19316,"HEI",1714,"Mary","Mary",1
19317,"HEI",1715,"Richard","Richard",2
19317,"HEI",1715,"Bettrice","Beatrice",1
19318,"HEI",1715,"John","John",2
19318,"HEI",1715,"Anne","Ann",1
19319,"HEI",1715,"Lawrence","Laurence",2
19319,"HEI",1715,"Jane","Jane",1
19320,"HEI",1715,"Alexander","Alexande",2
19320,"HEI",1715,"Anne","Ann",1
19321,"HEI",1715,"Robert","Robert",2
19321,"HEI",1715,"Lydia","Lydia",1
19322,"HEI",1716,"William","William",2
19322,"HEI",1716,"Mary","Mary",1
19323,"HEI",1716,"John","John",2
19323,"HEI",1716,"Dorothy","Dorothy",1
19324,"HEI",1716,"William","William",2
19324,"HEI",1716,"Jane","Jane",1
19325,"HEI",1716,"John","John",2
19325,"HEI",1716,"Anne","Ann",1
19326,"HEI",1716,"John","John",2
19326,"HEI",1716,"Jane","Jane",1
19327,"HEI",1716,"John","John",2
19327,"HEI",1716,"Barbary","Barbara",1
19328,"HEI",1717,"Christopher","Christop",2
19328,"HEI",1717,"Elizabeth","Elizabet",1
19329,"HEI",1717,"George","George",2
19329,"HEI",1717,"Anne","Ann",1
19330,"HEI",1717,"John","John",2
19330,"HEI",1717,"Mary","Mary",1
19331,"HEI",1717,"William","William",2
19331,"HEI",1717,"Mary","Mary",1
19332,"HEI",1717,"Thomas","Thomas",2
19332,"HEI",1717,"Elizabeth","Elizabet",1
19333,"HEI",1717,"William","William",2
19333,"HEI",1717,"Margret","Margaret",1
19334,"HEI",1717,"Ralph","Ralph",2
19334,"HEI",1717,"Anne","Ann",1
19335,"HEI",1718,"Thomas","Thomas",2
19335,"HEI",1718,"Hanna","Hannah",1
19336,"HEI",1718,"Thomas","Thomas",2
19336,"HEI",1718,"Catherine","Catherin",1
19337,"HEI",1718,"George","George",2
19337,"HEI",1718,"Anne","Ann",1
19338,"HEI",1718,"John","John",2
19338,"HEI",1718,"Margret","Margaret",1
19339,"HEI",1719,"William","William",2
19339,"HEI",1719,"Jane","Jane",1
19340,"HEI",1719,"William","William",2
19340,"HEI",1719,"Elizabeth","Elizabet",1
19341,"HEI",1719,"Thomas","Thomas",2
19341,"HEI",1719,"Jane","Jane",1
19342,"HEI",1719,"Marmaduke","Marmaduk",2
19342,"HEI",1719,"Mariana","Mary",1
19343,"HEI",1719,"James","James",2
19343,"HEI",1719,"Anne","Ann",1
19344,"HEI",1719,"George","George",2
19344,"HEI",1719,"Margret","Margaret",1
19345,"HEI",1719,"John","John",2
19345,"HEI",1719,"Dorothy","Dorothy",1
19346,"HEI",1719,"John","John",2
19346,"HEI",1719,"Margret","Margaret",1
19347,"HEI",1720,"Alexander","Alexande",2
19347,"HEI",1720,"Anne","Ann",1
19348,"HEI",1720,"Matthew","Matthew",2
19348,"HEI",1720,"Anne","Ann",1
19349,"HEI",1720,"Stephen","Stephen",2
19349,"HEI",1720,"Anne","Ann",1
19350,"HEI",1720,"William","William",2
19350,"HEI",1720,"Elizabeth","Elizabet",1
19351,"HEI",1721,"William","William",2
19351,"HEI",1721,"Frances","Frances",1
19352,"HEI",1721,"Christopher","Christop",2
19352,"HEI",1721,"Jane","Jane",1
19353,"HEI",1721,"James","James",2
19353,"HEI",1721,"Mary","Mary",1
19354,"HEI",1721,"James","James",2
19354,"HEI",1721,"Mary","Mary",1
19355,"HEI",1721,"John","John",2
19355,"HEI",1721,"Elizabeth","Elizabet",1
19356,"HEI",1721,"Thomas","Thomas",2
19356,"HEI",1721,"Jane","Jane",1
19357,"HEI",1721,"George","George",2
19357,"HEI",1721,"Margaret","Margaret",1
19358,"HEI",1721,"Richard","Richard",2
19358,"HEI",1721,"Elizabeth","Elizabet",1
19359,"HEI",1722,"Stephen","Stephen",2
19359,"HEI",1722,"Margaret","Margaret",1
19360,"HEI",1722,"John","John",2
19360,"HEI",1722,"Ann","Ann",1
19361,"HEI",1722,"Edward","Edward",2
19361,"HEI",1722,"Ann","Ann",1
19362,"HEI",1723,"Jenkin","Jenkin",2
19362,"HEI",1723,"Margaret","Margaret",1
19363,"HEI",1723,"Robert","Robert",2
19363,"HEI",1723,"Mary","Mary",1
19364,"HEI",1723,"John","John",2
19364,"HEI",1723,"Isabel","Isabella",1
19365,"HEI",1723,"Thomas","Thomas",2
19365,"HEI",1723,"Margaret","Margaret",1
19366,"HEI",1723,"Robert","Robert",2
19366,"HEI",1723,"Mary","Mary",1
19367,"HEI",1724,"John","John",2
19367,"HEI",1724,"Elizabeth","Elizabet",1
19368,"HEI",1724,"John","John",2
19368,"HEI",1724,"Margaret","Margaret",1
19369,"HEI",1724,"Richard","Richard",2
19369,"HEI",1724,"Jane","Jane",1
19370,"HEI",1724,"William","William",2
19370,"HEI",1724,"Mary","Mary",1
19371,"HEI",1724,"John","John",2
19371,"HEI",1724,"Jane","Jane",1
19372,"HEI",1724,"George","George",2
19372,"HEI",1724,"Ann","Ann",1
19373,"HEI",1724,"Thomas","Thomas",2
19373,"HEI",1724,"Ann","Ann",1
19374,"HEI",1724,"Henry","Henry",2
19374,"HEI",1724,"Mary","Mary",1
19375,"HEI",1724,"William","William",2
19375,"HEI",1724,"Ann","Ann",1
19376,"HEI",1724,"Thomas","Thomas",2
19376,"HEI",1724,"Mary","Mary",1
19377,"HEI",1724,"James","James",2
19377,"HEI",1724,"Elizabeth","Elizabet",1
19378,"HEI",1724,"William","William",2
19378,"HEI",1724,"Eleanor","Ellen",1
19379,"HEI",1724,"John","John",2
19379,"HEI",1724,"Dorothy","Dorothy",1
19380,"HEI",1724,"William","William",2
19380,"HEI",1724,"Jane","Jane",1
19381,"HEI",1724,"Robert","Robert",2
19381,"HEI",1724,"Margaret","Margaret",1
19382,"HEI",1725,"George","George",2
19382,"HEI",1725,"Frances","Frances",1
19383,"HEI",1725,"John","John",2
19383,"HEI",1725,"Catherine","Catherin",1
19384,"HEI",1725,"Nicholas","Nicholas",2
19384,"HEI",1725,"Mary","Mary",1
19385,"HEI",1725,"William","William",2
19385,"HEI",1725,"Ruth","Ruth",1
19386,"HEI",1725,"George","George",2
19386,"HEI",1725,"Margaret","Margaret",1
19387,"HEI",1725,"Thomas","Thomas",2
19387,"HEI",1725,"Ann","Ann",1
19388,"HEI",1725,"Henry","Henry",2
19388,"HEI",1725,"Ann","Ann",1
19389,"HEI",1725,"Thomas","Thomas",2
19389,"HEI",1725,"Margaret","Margaret",1
19390,"HEI",1726,"Robert","Robert",2
19390,"HEI",1726,"Alice","Alice",1
19391,"HEI",1726,"Richard","Richard",2
19391,"HEI",1726,"Alice","Alice",1
19392,"HEI",1726,"Joseph","Joseph",2
19392,"HEI",1726,"Mary","Mary",1
19393,"HEI",1726,"William","William",2
19393,"HEI",1726,"Mary","Mary",1
19394,"HEI",1726,"John","John",2
19394,"HEI",1726,"Margaret","Margaret",1
19395,"HEI",1726,"William","William",2
19395,"HEI",1726,"Jane","Jane",1
19396,"HEI",1726,"William","William",2
19396,"HEI",1726,"Thomason","Thomasin",1
19397,"HEI",1727,"Robert","Robert",2
19397,"HEI",1727,"Elizabeth","Elizabet",1
19398,"HEI",1727,"George","George",2
19398,"HEI",1727,"Jane","Jane",1
19399,"HEI",1727,"Patrick","Patrick",2
19399,"HEI",1727,"Margaret","Margaret",1
19400,"HEI",1727,"Martan","Martan",2
19400,"HEI",1727,"Jaine","Jane",1
19401,"HEI",1727,"Thomas","Thomas",2
19401,"HEI",1727,"Margaret","Margaret",1
19402,"HEI",1727,"Joseph","Joseph",2
19402,"HEI",1727,"Ann","Ann",1
19403,"HEI",1728,"Charles","Charles",2
19403,"HEI",1728,"Isabel","Isabella",1
19404,"HEI",1728,"Charles","Charles",2
19404,"HEI",1728,"Eleanor","Ellen",1
19405,"HEI",1728,"William","William",2
19405,"HEI",1728,"Elizabeth","Elizabet",1
19406,"HEI",1728,"George","George",2
19406,"HEI",1728,"Jane","Jane",1
19407,"HEI",1728,"John","John",2
19407,"HEI",1728,"Mary","Mary",1
19408,"HEI",1728,"Anthony","Anthony",2
19408,"HEI",1728,"Mary","Mary",1
19409,"HEI",1728,"John","John",2
19409,"HEI",1728,"Ann","Ann",1
19410,"HEI",1728,"Joseph","Joseph",2
19410,"HEI",1728,"Elizabeth","Elizabet",1
19411,"HEI",1729,"William","William",2
19411,"HEI",1729,"Margery","Margaret",1
19412,"HEI",1729,"John","John",2
19412,"HEI",1729,"Dorythy","Dorothy",1
19413,"HEI",1729,"Thomas","Thomas",2
19413,"HEI",1729,"Mary","Mary",1
19414,"HEI",1730,"Henry","Henry",2
19414,"HEI",1730,"Jane","Jane",1
19415,"HEI",1730,"Robert","Robert",2
19415,"HEI",1730,"Margaret","Margaret",1
19416,"HEI",1730,"Robert","Robert",2
19416,"HEI",1730,"Margaret","Margaret",1
19417,"HEI",1730,"Robert","Robert",2
19417,"HEI",1730,"Mary","Mary",1
19418,"HEI",1730,"Jonathan","John",2
19418,"HEI",1730,"Isabel","Isabella",1
19419,"HEI",1730,"William","William",2
19419,"HEI",1730,"Elizabeth","Elizabet",1
19420,"HEI",1731,"George","George",2
19420,"HEI",1731,"Frances","Frances",1
19421,"HEI",1731,"George","George",2
19421,"HEI",1731,"Hannah","Hannah",1
19422,"HEI",1731,"George","George",2
19422,"HEI",1731,"Anne","Ann",1
19423,"HEI",1731,"John","John",2
19423,"HEI",1731,"Margaret","Margaret",1
19424,"HEI",1732,"John","John",2
19424,"HEI",1732,"Margaret","Margaret",1
19425,"HEI",1732,"Henry","Henry",2
19425,"HEI",1732,"Margaret","Margaret",1
19426,"HEI",1732,"Jonathan","John",2
19426,"HEI",1732,"Isabel","Isabella",1
19427,"HEI",1732,"John","John",2
19427,"HEI",1732,"Anne","Ann",1
19428,"HEI",1732,"Joseph","Joseph",2
19428,"HEI",1732,"Dorothy","Dorothy",1
19429,"HEI",1732,"Joseph","Joseph",2
19429,"HEI",1732,"Elizabeth","Elizabet",1
19430,"HEI",1732,"William","William",2
19430,"HEI",1732,"Mary","Mary",1
19431,"HEI",1733,"John","John",2
19431,"HEI",1733,"Margaret","Margaret",1
19432,"HEI",1733,"John","John",2
19432,"HEI",1733,"Dorothy","Dorothy",1
19433,"HEI",1733,"William","William",2
19433,"HEI",1733,"Margaret","Margaret",1
19434,"HEI",1733,"Robert","Robert",2
19434,"HEI",1733,"Margaret","Margaret",1
19435,"HEI",1733,"Thomas","Thomas",2
19435,"HEI",1733,"Elizabeth","Elizabet",1
19436,"HEI",1733,"Robert","Robert",2
19436,"HEI",1733,"Grace","Grace",1
19437,"HEI",1734,"Richard","Richard",2
19437,"HEI",1734,"Elizabeth","Elizabet",1
19438,"HEI",1734,"George","George",2
19438,"HEI",1734,"Mary","Mary",1
19439,"HEI",1734,"Thomas","Thomas",2
19439,"HEI",1734,"Anne","Ann",1
19440,"HEI",1735,"Joseph","Joseph",2
19440,"HEI",1735,"Sarah","Sarah",1
19441,"HEI",1735,"Robert","Robert",2
19441,"HEI",1735,"Jane","Jane",1
19442,"HEI",1735,"William","William",2
19442,"HEI",1735,"Eleanor","Ellen",1
19443,"HEI",1735,"John","John",2
19443,"HEI",1735,"Jane","Jane",1
19444,"HEI",1736,"Henry","Henry",2
19444,"HEI",1736,"Jane","Jane",1
19445,"HEI",1736,"Robert","Robert",2
19445,"HEI",1736,"Elizabeth","Elizabet",1
19446,"HEI",1736,"George","George",2
19446,"HEI",1736,"Sarah","Sarah",1
19447,"HEI",1736,"Christopher","Christop",2
19447,"HEI",1736,"Elizabeth","Elizabet",1
19448,"HEI",1737,"William","William",2
19448,"HEI",1737,"Elizabeth","Elizabet",1
19449,"HEI",1737,"Thomas","Thomas",2
19449,"HEI",1737,"Jane","Jane",1
19450,"HEI",1737,"Robert","Robert",2
19450,"HEI",1737,"Mary","Mary",1
19451,"HEI",1737,"John","John",2
19451,"HEI",1737,"Margaret","Margaret",1
19452,"HEI",1737,"Robert","Robert",2
19452,"HEI",1737,"Dorothy","Dorothy",1
19453,"HEI",1737,"Robert","Robert",2
19453,"HEI",1737,"Mary","Mary",1
19454,"HEI",1737,"William","William",2
19454,"HEI",1737,"Frances","Frances",1
19455,"HEI",1737,"John","John",2
19455,"HEI",1737,"Anne","Ann",1
19456,"HEI",1737,"Edward","Edward",2
19456,"HEI",1737,"Jane","Jane",1
19457,"HEI",1738,"Edward","Edward",2
19457,"HEI",1738,"Jane","Jane",1
19458,"HEI",1738,"Ralph","Ralph",2
19458,"HEI",1738,"Frances","Frances",1
19459,"HEI",1738,"Matthew","Matthew",2
19459,"HEI",1738,"Elizabeth","Elizabet",1
19460,"HEI",1738,"Thomas","Thomas",2
19460,"HEI",1738,"Hannah","Hannah",1
19461,"HEI",1739,"Ralph","Ralph",2
19461,"HEI",1739,"Elizabeth","Elizabet",1
19462,"HEI",1739,"William","William",2
19462,"HEI",1739,"Esther","Esther",1
19463,"HEI",1739,"Michael","Michael",2
19463,"HEI",1739,"Frances","Frances",1
19464,"HEI",1739,"Thomas","Thomas",2
19464,"HEI",1739,"Margaret","Margaret",1
19465,"HEI",1739,"John","John",2
19465,"HEI",1739,"Eleanor","Ellen",1
19466,"HEI",1740,"Humph","Humph",2
19466,"HEI",1740,"Jane","Jane",1
19467,"HEI",1740,"Jonathan","John",2
19467,"HEI",1740,"Dorothy","Dorothy",1
19468,"HEI",1741,"Nicholas","Nicholas",2
19468,"HEI",1741,"Margaret","Margaret",1
19469,"HEI",1741,"William","William",2
19469,"HEI",1741,"Mary","Mary",1
19470,"HEI",1741,"John","John",2
19470,"HEI",1741,"Alice","Alice",1
19471,"HEI",1741,"William","William",2
19471,"HEI",1741,"Elizabeth","Elizabet",1
19472,"HEI",1742,"Edward","Edward",2
19472,"HEI",1742,"Anne","Ann",1
19473,"HEI",1742,"John","John",2
19473,"HEI",1742,"Hannah","Hannah",1
19474,"HEI",1742,"Robert","Robert",2
19474,"HEI",1742,"Ann","Ann",1
19475,"HEI",1742,"Thomas","Thomas",2
19475,"HEI",1742,"Mary","Mary",1
19476,"HEI",1742,"Robert","Robert",2
19476,"HEI",1742,"Hildred","Hildred",1
19477,"HEI",1743,"Ralph","Ralph",2
19477,"HEI",1743,"Jane","Jane",1
19478,"HEI",1743,"George","George",2
19478,"HEI",1743,"Jane","Jane",1
19479,"HEI",1743,"Anthony","Anthony",2
19479,"HEI",1743,"Mary","Mary",1
19480,"HEI",1743,"George","George",2
19480,"HEI",1743,"Catherine","Catherin",1
19481,"HEI",1743,"Humphrey","Humphrey",2
19481,"HEI",1743,"Mary","Mary",1
19482,"HEI",1743,"Ralph","Ralph",2
19482,"HEI",1743,"Annie","Ann",1
19483,"HEI",1743,"William","William",2
19483,"HEI",1743,"Mary","Mary",1
19484,"HEI",1743,"William","William",2
19484,"HEI",1743,"Anne","Ann",1
19485,"HEI",1743,"John","John",2
19485,"HEI",1743,"Jane","Jane",1
19486,"HEI",1743,"John","John",2
19486,"HEI",1743,"Ann","Ann",1
19487,"HEI",1743,"William","William",2
19487,"HEI",1743,"Dorothy","Dorothy",1
19488,"HEI",1743,"William","William",2
19488,"HEI",1743,"Elizabeth","Elizabet",1
19489,"HEI",1744,"William","William",2
19489,"HEI",1744,"Elizabeth","Elizabet",1
19490,"HEI",1744,"John","John",2
19490,"HEI",1744,"Hannah","Hannah",1
19491,"HEI",1744,"Richard","Richard",2
19491,"HEI",1744,"Ann","Ann",1
19492,"HEI",1745,"Robert","Robert",2
19492,"HEI",1745,"Ann","Ann",1
19493,"HEI",1745,"John","John",2
19493,"HEI",1745,"Mary","Mary",1
19494,"HEI",1745,"Robert","Robert",2
19494,"HEI",1745,"Ann","Ann",1
19495,"HEI",1745,"Thomas","Thomas",2
19495,"HEI",1745,"Mary","Mary",1
19496,"HEI",1745,"John","John",2
19496,"HEI",1745,"Hannah","Hannah",1
19497,"HEI",1746,"George","George",2
19497,"HEI",1746,"Jane","Jane",1
19498,"HEI",1746,"George","George",2
19498,"HEI",1746,"Ann","Ann",1
19499,"HEI",1746,"William","William",2
19499,"HEI",1746,"Ann","Ann",1
19500,"HEI",1746,"William","William",2
19500,"HEI",1746,"Dorothy","Dorothy",1
19501,"HEI",1746,"Ralph","Ralph",2
19501,"HEI",1746,"Margaret","Margaret",1
19502,"HEI",1746,"John","John",2
19502,"HEI",1746,"Elizabeth","Elizabet",1
19503,"HEI",1746,"Francis","Francis",2
19503,"HEI",1746,"Ann","Ann",1
19504,"HEI",1747,"John","John",2
19504,"HEI",1747,"Elizabeth","Elizabet",1
19505,"HEI",1747,"Henry","Henry",2
19505,"HEI",1747,"Jane","Jane",1
19506,"HEI",1747,"Thomas","Thomas",2
19506,"HEI",1747,"Jane","Jane",1
19507,"HEI",1747,"Benjamin","Benjamin",2
19507,"HEI",1747,"Mary","Mary",1
19508,"HEI",1748,"William","William",2
19508,"HEI",1748,"Mary","Mary",1
19509,"HEI",1748,"Joshua","Josuah",2
19509,"HEI",1748,"Catherine","Catherin",1
19510,"HEI",1748,"Samuel","Samuel",2
19510,"HEI",1748,"Elizabeth","Elizabet",1
19511,"HEI",1748,"William","William",2
19511,"HEI",1748,"Ann","Ann",1
19512,"HEI",1748,"William","William",2
19512,"HEI",1748,"Jane","Jane",1
19513,"HEI",1748,"William","William",2
19513,"HEI",1748,"Mary","Mary",1
19514,"HEI",1748,"Francis","Francis",2
19514,"HEI",1748,"Mary","Mary",1
19515,"HEI",1748,"Thomas","Thomas",2
19515,"HEI",1748,"Mary","Mary",1
19516,"HEI",1748,"Robert","Robert",2
19516,"HEI",1748,"Martha","Martha",1
19517,"HEI",1749,"Robert","Robert",2
19517,"HEI",1749,"Elizabeth","Elizabet",1
19518,"HEI",1749,"Thomas","Thomas",2
19518,"HEI",1749,"Esther?","Esther?",1
19519,"HEI",1749,"Thomas","Thomas",2
19519,"HEI",1749,"Joyce","Joyce",1
19520,"HEI",1749,"Christopher","Christop",2
19520,"HEI",1749,"Elizabeth","Elizabet",1
19521,"HEI",1749,"John","John",2
19521,"HEI",1749,"Margaret","Margaret",1
19522,"HEI",1749,"Kilner","Kilner",2
19522,"HEI",1749,"Elizabeth","Elizabet",1
19523,"HEI",1749,"Hanwith","Hanwith",2
19523,"HEI",1749,"Eden","Eden",1
19524,"HEI",1750,"John","John",2
19524,"HEI",1750,"Elizabeth","Elizabet",1
19525,"HEI",1750,"John","John",2
19525,"HEI",1750,"Jane","Jane",1
19526,"HEI",1750,"John","John",2
